"dataset","structure_index","enzyme_index","uniprot","sequence_length","substrate","n_samples","n_positive"
"brenda","66346","5074","Q60991","507","CC(C)CCC(O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","66387","5666","Q50LH4","495","COc1cc2c(cc1O)C1Cc3ccc4c(c3CN1CC2)OCO4","1","1"
"brenda","66497","5123","P51589","502","CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO","1","1"
"brenda","66524","5105","Q9XHE8","496","C=C(C)[C@H]1CC=C(C)CC1","1","1"
"brenda","66532","5126","Q6ZWL3","525","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","1"
"brenda","66571","5201","Q9AR74","506","O=O","1","1"
"brenda","66700","5034","P05093","508","CC(=O)C1=CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","66900","5321","I3PLR1","556","COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4","1","1"
"brenda","66917","5126","Q6ZWL3","525","CCCCCCCCC1OC1CCCCCCCC(=O)O","1","1"
"brenda","66954","5082","Q9GMC8","508","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","1"
"brenda","67097","5362","O15528","508","C=C1CCC(O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12","1","1"
"brenda","67590","5000","P00191","496","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","67605","5298","P14263","528","CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","1"
"brenda","67665","5034","P05093","508","COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2","1","1"
"brenda","67919","5354","Q06069","410","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO","1","1"
"brenda","67946","5275","O88962","500","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","68063","5263","A0A0N9HTU1","493","COc1ccc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC","1","1"
"brenda","68064","5099","A0A068Q609","526","N#CCc1ccc(O)cc1","1","1"
"brenda","68281","5282","Q50EK6","481","CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1","1","1"
"brenda","69055","4997","Q42600","520","COc1cc(/C=C/C(=O)O)ccc1O","1","1"
"brenda","69196","4909","Q84KI1","509","C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)CCC(C[C@H]12)C3(C)C","1","1"
"brenda","69594","5339","P15150","503","C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)C3CC[C@@H]12","1","1"
"brenda","69645","5112","Q9LSF8","515","C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C","1","1"
"brenda","69910","5666","Q50LH4","495","COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2","1","1"
"brenda","70080","5198","P48522","505","O=O","1","1"
"brenda","70243","5310","Q43255","536","OC1=Nc2ccccc2OC1","1","1"
"brenda","70253","5105","Q9XHE8","496","CC1=CC[C@@H](C(C)C)CC1","1","1"
"brenda","70256","5242","P0CT93","528","COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OC=C[C@@H]41","1","1"
"brenda","70364","5265","Q8VQF6","404","CC12CCC(CC1)C2(C)C","1","1"
"brenda","70433","5129","Q02928","519","CC(C)CCCCCCCCC(=O)O","1","1"
"brenda","70588","5339","P15150","503","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO","1","1"
"brenda","70673","5000","P00191","496","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","1"
"brenda","70765","5275","O88962","500","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","70794","4965","O09158","503","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O","1","1"
"brenda","71155","5129","Q02928","519","CCCCCCCCCCCC(=O)O","1","1"
"brenda","71353","5657","A8CDR5","486","COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2","1","1"
"brenda","71730","5097","Q6XQ14","511","O/N=C\Cc1ccccc1","1","1"
"brenda","71865","5283","Q94IA6","491","CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","71915","5099","A0A068Q609","526","O/N=C/Cc1ccc(O)cc1","1","1"
"brenda","72021","5358","Q07973","514","C=C1C(O)C/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@H]1O","1","1"
"brenda","72220","5098","P48421","502","O/N=C/Cc1ccc(O)cc1","1","1"
"brenda","72253","5317","P93149","523","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","1"
"brenda","72303","5210","Q08477","520","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","1"
"brenda","72360","5279","Q6QNI4","494","CC(C)(O)C1Cc2c(cc3oc(=O)ccc3c2O)O1","1","1"
"brenda","72414","5262","Q9LNJ4","510","CCCCCCCCCCCC(=O)O","1","1"
"brenda","72423","5293","A2TEF2","480","O=O","1","1"
"brenda","72444","5665","U5NDT8","527","COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12","1","1"
"brenda","72553","21391","Q64429","543","CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO","1","1"
"brenda","72556","5099","A0A068Q609","526","O/N=C/Cc1ccccc1","1","1"
"brenda","72592","5319","Q9SZ46","524","COc1cc2ccc(=O)oc2c(O)c1O","1","1"
"brenda","72634","5114","A0A0Y0GRS3","494","CC(C)c1cc2c(cc1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2","1","1"
"brenda","72753","5267","Q9FH76","463","C[C@@H]1CCCC(C)(C)[C@]1(O)/C=C/C=C\C(=O)O","1","1"
"brenda","72851","5073","Q63688","414","C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12","1","1"
"brenda","72869","5109","P08684","503","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O","1","1"
"brenda","73127","5658","Q9LW27","490","N#CC(SC[C@H](N)C(=O)O)c1c[nH]c2ccccc12","1","1"
"brenda","73129","5363","O35132","501","C=C1CC[C@H](O)C/C1=C/C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12","1","1"
"brenda","73166","5071","O75881","506","C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12","1","1"
"brenda","73193","5100","O65782","499","N[C@@H](CCC(O)=N[C@@H](CS)C(O)=NCC(=O)O)C(=O)O","1","1"
"brenda","73208","5003","P15540","492","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","1"
"brenda","73246","3102","P0DKI7","901","COc1ccc(CC2=[N+](C)CCc3cc(OC)c(O)cc32)cc1O","1","1"
"brenda","73369","5282","Q50EK6","481","CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C=O)CCC[C@]21C","1","1"
"brenda","73420","5206","P17549","517","O=C([O-])c1cccc(F)c1","1","1"
"brenda","73624","5319","Q9SZ46","524","COc1c2occc2cc2ccc(=O)oc12","1","1"
"brenda","73954","5300","Q12664","515","C=C(CC[C@@H](C)[C@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C","1","1"
"brenda","74149","5073","Q63688","414","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O","1","1"
"brenda","74423","5284","C0SJS3","478","CC(C)(O)C1Cc2c(ccc3ccc(=O)oc23)O1","1","1"
"brenda","74491","5171","Q59723","406","C=CC(C)(O)CC/C=C(\C)CO","1","1"
"brenda","74519","4965","O09158","503","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1","1"
"brenda","74599","5292","Q43257","538","c1ccc2[nH]ccc2c1","1","1"
"brenda","74671","5188","Q2LAL0","503","O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12","1","1"
"brenda","74863","5112","Q9LSF8","515","C=C[C@@](C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C","1","1"
"brenda","74914","5680","E9KBR8","527","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","1"
"brenda","74964","5291","B5BSX1","493","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12","1","1"
"brenda","74968","5202","Q43033","506","O=O","1","1"
"brenda","74987","5222","Q9SP06","481","COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2","1","1"
"brenda","75058","5113","A0A1D6HSP4","531","C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C","1","1"
"brenda","75254","4961","P11371","487","CCOc1ccc2c(C(F)(F)F)cc(=O)oc2c1","1","1"
"brenda","75332","5175","A0A0G2RKY1","519","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","1"
"brenda","75471","5129","Q02928","519","CC(C)CCCCCCCCCCC(=O)O","1","1"
"brenda","75582","5123","P51589","502","COC(O)=Nc1nc2ccc(Sc3ccccc3)cc2[nH]1","1","1"
"brenda","75787","5276","Q9UNU6","501","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","75824","5267","Q9FH76","463","CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O","1","1"
"brenda","76141","5237","E3W9C4","513","C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1","1","1"
"brenda","76181","5339","P15150","503","C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43O)[C@@H]1CC[C@@H]2C(=O)CO","1","1"
"brenda","76253","5042","Q29497","509","CC(=O)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","76350","5283","Q94IA6","491","CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","76373","5123","P51589","502","C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(O)=N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N1C","1","1"
"brenda","76462","4931","B4XY99","401","Cc1cccc2c(C(=O)O)cccc12","1","1"
"brenda","76558","5120","K7NBR2","473","CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C","1","1"
"brenda","76649","5129","Q02928","519","CCCCCCCCCCCCCC(=O)O","1","1"
"brenda","76656","5361","O35084","507","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12","1","1"
"brenda","76815","5175","A0A0G2RKY1","519","C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3","1","1"
"brenda","76825","5267","Q9FH76","463","CCC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","1"
"brenda","76883","4959","Q04552","498","COc1c2ccoc2c(OC)c2oc(=O)ccc12","1","1"
"brenda","76888","4981","P98187","520","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","1"
"brenda","76891","5261","C0SPF7","493","CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)O","1","1"
"brenda","76903","5281","C0SJS2","473","CC(C)(O)C1Cc2c(cc3oc(=O)ccc3c2O)O1","1","1"
"brenda","76919","5127","O23066","553","CCCCCCCCC1OC1CCCCCCCC(=O)O","1","1"
"brenda","76983","5099","A0A068Q609","526","O/N=C/Cc1c[nH]c2ccccc12","1","1"
"brenda","77244","5099","A0A068Q609","526","N#CCc1c[nH]c2ccccc12","1","1"
"brenda","77299","5114","A0A0Y0GRS3","494","CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2","1","1"
"brenda","77406","5346","P00189","520","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","77465","5242","P0CT93","528","COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OCC[C@@H]41","1","1"
"brenda","77472","5361","O35084","507","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12","1","1"
"brenda","77505","5098","P48421","502","[O-][N+](O)=CCc1ccc(O)cc1","1","1"
"brenda","77523","5034","P05093","508","CCC1CCC2C1CCC1C3CCCCC3CCC21","1","1"
"brenda","77527","5267","Q9FH76","463","CC1=C(Cl)C(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","1"
"brenda","77675","5125","P78329","520","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","1"
"brenda","77744","5283","Q94IA6","491","CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","77932","5290","A6YIH8","502","C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@@]2(C)C1","1","1"
"brenda","77948","5063","P08683","500","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","1"
"brenda","77957","5125","P78329","520","CCCCCCCCCCCCCC(O)CC(=O)O","1","1"
"brenda","78037","5034","P05093","508","CC(=O)[C@@]1(O)CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","1"
"brenda","78047","5657","A8CDR5","486","COc1ccc(CC2NCCc3cc(OC)c(O)cc32)cc1O","1","1"
"brenda","78177","5656","A0A140IL92","513","COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)NCC2","1","1"
"brenda","78222","5174","Q93ZB2","509","CC1=C[C@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@H]1C3","1","1"
"brenda","78230","5254","F6H9N6","480","CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1","1","1"
"brenda","78291","5100","O65782","499","N[C@@H](CS)C(=O)O","1","1"
"brenda","78485","5210","Q08477","520","Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2","1","1"
"brenda","78595","5279","Q6QNI4","494","CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1","1","1"
"brenda","78602","21390","P24557","533","CCCCC/C=C\C[C@H](/C=C/C=C\C/C=C\CCCC(=O)O)OO","1","1"
"brenda","78788","5290","A6YIH8","502","C=C(C)[C@H]1CC[C@@]2(C1)C(C)=CCC[C@H]2C","1","1"
"brenda","78842","5241","H1A988","523","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12","1","1"
"brenda","78858","5100","O65782","499","O/N=C/Cc1c[nH]c2ccccc12","1","1"
"brenda","78987","5326","A0A0B4KZX8","475","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","1"
"brenda","79003","5656","A0A140IL92","513","COc1ccc(CNCCc2ccc(O)cc2)cc1O","1","1"
"brenda","79038","5656","A0A140IL92","513","COc1ccc(CN(C)CCc2ccc(O)cc2)cc1O","1","1"
"brenda","79184","5276","Q9UNU6","501","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","79282","5725","Q9VUF8","540","C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O","1","1"
"brenda","79588","5172","U5NE19","521","COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@@H]2C","1","1"
"brenda","79707","3383","P23295","403","CCC1(c2ccccc2)C(O)=NC(=O)N1C","1","1"
"brenda","79828","5358","Q07973","514","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","1"
"brenda","79873","4997","Q42600","520","COc1cc(/C=C/CO)ccc1O","1","1"
"brenda","79878","5101","Q9FMV7","510","CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](Cc1ccccc1)C(=O)O","1","1"
"brenda","79925","5184","Q6WNQ9","501","COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1","1","1"
"brenda","79928","5311","Q6TBX7","539","CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","1","1"
"brenda","79934","5057","P18125","503","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80153","5002","Q64562","493","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80161","5130","A2RRT9","525","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","1"
"brenda","80163","5094","Q43135","558","O=[N+]([O-])CCc1ccc(O)cc1","1","1"
"brenda","80250","5277","Q7YRB2","501","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80452","5644","O64698","499","CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80588","5128","B8QHP5","523","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1","1"
"brenda","80651","5109","P08684","503","CC12CCC(CC1)C(C)(C)O2","1","1"
"brenda","80765","5645","Q1T7C2","501","CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C","1","1"
"brenda","80791","5189","P93147","499","O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12","1","1"
"brenda","80803","5068","Q9Y6A2","500","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80837","5316","W8JIS5","515","C[C@H]1CC[C@H](/C(C=O)=C/O)[C@@H]1C=O","1","1"
"brenda","80925","5071","O75881","506","CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","80927","4959","Q04552","498","O=c1ccc2ccccc2o1","1","1"
"brenda","80961","21351","Q9AVQ1","478","CC/C=C\C/C=C\C=C\[C@H](CCCCCCCC(=O)O)OO","1","1"
"brenda","80979","5115","A0A0S1TP26","453","CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1","1","1"
"brenda","81069","5127","O23066","553","CCCCCCCCCCCC(=O)O","1","1"
"brenda","81072","4961","P11371","487","CCOc1ccc2nc3ccc(=O)cc-3oc2c1","1","1"
"brenda","81212","5667","B1NF19","504","COc1cc2c(cc1O)C[C@H]1c3cc(O)c(OC)cc3CCN1C2","1","1"
"brenda","81223","5359","Q09128","514","C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O","1","1"
"brenda","81258","5247","Q9Y7C8","528","C[C@@H]1CC[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=C[C@H]2C1","1","1"
"brenda","81422","5267","Q9FH76","463","C=C[C@@]1(C)CC(=O)C=C(C)[C@]1(O)/C=C/C(C)=C\C(=O)O","1","1"
"brenda","81478","5230","Q9AXH9","499","C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)C1[C@@H]3C=O","1","1"
"brenda","81486","5210","Q08477","520","CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O","1","1"
"brenda","81488","5671","P47195","487","COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)N(C)CC2","1","1"
"brenda","81526","5290","A6YIH8","502","C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1","1","1"
"brenda","81593","4997","Q42600","520","COc1cc(/C=C/C=O)ccc1O","1","1"
"brenda","81759","5680","E9KBR8","527","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","1"
"brenda","81794","4909","Q84KI1","509","C=C1[C@@H](OC(C)=O)CC[C@@]2(C)CCC3=C(C)CCC(C[C@H]12)C3(C)C","1","1"
"brenda","81860","5354","Q06069","410","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","1"
"brenda","81968","5361","O35084","507","C=C1/C(=C\C=C2/CCC[C@@]3(C)C2CCC3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O","1","1"
"brenda","82075","5265","Q8VQF6","404","CC12CCC(CC1)C(C)(C)O2","1","1"
"brenda","82364","5282","Q50EK6","481","CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1[C@](C)(CO)CCC[C@]21C","1","1"
"brenda","82418","5339","P15150","503","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(CO)[C@@H](C(=O)CO)CC[C@@H]12","1","1"
"brenda","82442","5278","O02766","500","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","82446","5068","Q9Y6A2","500","CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","82447","5761","C9K1X6","459","CC(C)[C@@H]1CC[C@@]2(C)C[C@H]3[C@@H](C)CC[C@@H]3[C@](C)(O)C/C=C/12","1","1"
"brenda","82450","5220","Q6IV13","496","C=C(C)[C@@H]1CC=C(C)CC1","1","1"
"brenda","82452","5206","P17549","517","O=C(O)c1ccccc1[O-]","1","1"
"brenda","82461","5150","Q8W3Y5","513","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","1"
"brenda","82470","5285","Q94FM7","504","C=C(C)[C@@H]1CC=C2CC[C@@H](O)[C@@H](C)[C@@]2(C)C1","1","1"
"brenda","82497","5000","P00191","496","CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C","1","1"
"brenda","82601","5170","D1MI46","495","CC(C)=CCC/C(C)=C/CO","1","1"
"brenda","82603","5657","A8CDR5","486","COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O","1","1"
"brenda","82713","5095","O48958","531","N#CCc1ccc(O)cc1","1","1"
"brenda","82728","5361","O35084","507","C=C1CCC(O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12","1","1"
"brenda","82742","5180","Q9SWR5","521","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","1"
"brenda","82819","5230","Q9AXH9","499","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3","1","1"
"brenda","82952","5322","I3V6B7","540","COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2OC(C)=O)OCO4","1","1"
"brenda","83004","5187","Q6WNR0","498","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O","1","1"
"brenda","83099","5667","B1NF19","504","COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2","1","1"
"brenda","83110","5111","A0A1D6F9Y9","554","C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C","1","1"
"brenda","83167","5206","P17549","517","Cc1cccc(C(=O)[O-])c1","1","1"
"brenda","83278","5187","Q6WNR0","498","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1","1","1"
