global_enzyme_id,source,source_enzyme_id,source_uniprot_id,source_p450_symbol,source_species,source_ec_number,source_sequence_hash
ENZ_G000078,S2_ESIBank,9,A0A0G2K9N5,,,1.14.15.4,8c238e5600c93834997e328a1b82d732dd591ed347d9fd1a5a96e3b19b1d7cda
ENZ_G000079,S2_ESIBank,10,A0A0G2RKY1,,,1.14.14.86,16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2
ENZ_G000079,S3_P450Rdb,51,A0A0G2RKY1,CYP701A40,Salvia miltiorrhiza (Chinese sage),1.14.14.86,16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2
ENZ_G000079,S8_PlantP450DB,367,A0A0G2RKY1,SmKO,Salvia militiorrhiza,,16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2
ENZ_G000079,S9_PCPD,435,A0A0G2RKY1,CYP701A40,Salvia miltiorrhiza,,16679c995f86004f03ddc1c5b55682a0adb5a29fa24484746a97475b9034bcb2
ENZ_G000080,S3_P450Rdb,52,A0A0G3FKE8,CYPCHX,Acidovorax sp. CHX100,/,8a6e60bd6523660ae246fdc57ce82ddc4727bc1a812edcee46ff12f5a55ce295
ENZ_G000080,S9_PCPD,54,A0A0G3FKE8,CYP153B2,Acidovorax sp. CHX100,,8a6e60bd6523660ae246fdc57ce82ddc4727bc1a812edcee46ff12f5a55ce295
ENZ_G000081,S8_PlantP450DB,235,A0A0G3FKN9,CYP79A61,Zea mays,,299791af0e995f66b5189854ca765779196c178dd99a3fb5b3ba3db8019ff5b0
ENZ_G000081,S9_PCPD,707,A0A0G3FKN9,CYP79A61,Zea mays,,299791af0e995f66b5189854ca765779196c178dd99a3fb5b3ba3db8019ff5b0
ENZ_G000082,S3_P450Rdb,53,A0A0G4IRM5,CYP50918A1,Plasmodiophora brassicae (Clubroot disease agent),4.2.1.-,3399fde55e26adcb6b20654d7e659129b2ede55a45b994ec6915d7777834de81
ENZ_G000083,S3_P450Rdb,54,A0A0G4P2K0,CYP505E4,Penicillium camemberti (strain FM 013),1.14.14.1; 1.6.2.4,d4685e98314e75399e1e8d10792e99a54589acca78b4c794d1f6f28d27766086
ENZ_G000084,S1_RCSB,7,A0A0H3CVZ6,,Amycolatopsis mediterranei U32,,3c54f812045fd82840475b06c40414a6a372be3d99cc13a8dac0c9a59bb2219a
ENZ_G000084,S9_PCPD,15,,CYP105E1,Amycolatopsis mediterranei,,3c54f812045fd82840475b06c40414a6a372be3d99cc13a8dac0c9a59bb2219a
ENZ_G000085,S3_P450Rdb,55,A0A0K6ITW2,CYP116B46,Tepidiphilus thermophilus,/,549ae1ae56350e717eafc7323040b954fcc5ef70b072f4133bf3a9f49682839c
ENZ_G000085,S9_PCPD,34,A0A0K6ITW2,CYP116B46,Tepidiphilus thermophilus,,549ae1ae56350e717eafc7323040b954fcc5ef70b072f4133bf3a9f49682839c
ENZ_G000086,S1_RCSB,8,A0A0M2KDV0,,Erwinia tracheiphila,,36828a718f7340b6c66035819982aeade44928fce05eb6fdc1c99cd7c11c764b
ENZ_G000087,S8_PlantP450DB,316,A0A0M3R7J8,TbF5H1,Trapa bicornis,,8f4bf7266703caff0033c2d8bf6022dfa7a35f47e550c9cf5d50beb30ac987c6
ENZ_G000088,S3_P450Rdb,56,A0A0M4U0E0,CYP71D443,Ajuga reptans (Bugle),/,8466d81e9da08080c6cdee90634ccaa59a2bcb8085ce0b9d847ce1f39b7bff10
ENZ_G000088,S8_PlantP450DB,53,A0A0M4U0E0,CYP71D443,Ajuga reptans,,8466d81e9da08080c6cdee90634ccaa59a2bcb8085ce0b9d847ce1f39b7bff10
ENZ_G000088,S9_PCPD,581,,CYP71D443,Ajuga reptans,,8466d81e9da08080c6cdee90634ccaa59a2bcb8085ce0b9d847ce1f39b7bff10
ENZ_G000089,S8_PlantP450DB,110,A0A0M7RFK7,CYP71CR2,Brassica rapa,,0cdba75c626bce7d93781125be0ecc34e250276098a1a209c918bdb6804451a9
ENZ_G000090,S8_PlantP450DB,109,A0A0M7RFL6,CYP71CR1,Brassica rapa,,cb7449d88ced5b67f7f006d6a8abc5e2ee90e2dc9440171c29e82f47e03a2ec5
ENZ_G000091,S2_ESIBank,11,A0A0N7F297,,,1.14.14.132,0ca15368b629c1d587892a6a17592269a2d076d6c0b7a4cd2ea2cc22bdf5cfd1
ENZ_G000091,S3_P450Rdb,57,A0A0N7F297,CYP82D61,Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum),1.14.14.132,0ca15368b629c1d587892a6a17592269a2d076d6c0b7a4cd2ea2cc22bdf5cfd1
ENZ_G000091,S8_PlantP450DB,291,A0A0N7F297,CYP82D61,Podophyllum hexandrum,,0ca15368b629c1d587892a6a17592269a2d076d6c0b7a4cd2ea2cc22bdf5cfd1
ENZ_G000091,S9_PCPD,744,,CYP82D61,Sinopodophyllum hexandrum,,0ca15368b629c1d587892a6a17592269a2d076d6c0b7a4cd2ea2cc22bdf5cfd1
ENZ_G000092,S2_ESIBank,12,A0A0N7H9X2,,,1.14.14.86,2e42b4bb7c110f88fb534c59391898ee320e5883a1d962b4758657ea03d5ddbc
ENZ_G000093,S3_P450Rdb,58,A0A0N9HKQ7,desC,Aspergillus desertorum (Emericella desertorum),1.14.-.-,6f1ba9f59a72ec00039ed81ea592e6e2d2e237747ea40526e5ae6cc5312887d0
ENZ_G000093,S9_PCPD,275,A0A0N9HKQ7,CYP676A1,Aspergillus desertorum,,6f1ba9f59a72ec00039ed81ea592e6e2d2e237747ea40526e5ae6cc5312887d0
ENZ_G000094,S3_P450Rdb,59,A0A0N9HT29,CYP71BE54,Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum),1.14.14.-,cd1607fc161a01285a43e77ae976e65f7c3657d3a83863a4dcc5e3a76edfec86
ENZ_G000094,S8_PlantP450DB,94,A0A0N9HT29,CYP71BE54,Podophyllum hexandrum,,cd1607fc161a01285a43e77ae976e65f7c3657d3a83863a4dcc5e3a76edfec86
ENZ_G000094,S9_PCPD,545,A0A0N9HT29,CYP71BE54,Sinopodophyllum hexandrum,,cd1607fc161a01285a43e77ae976e65f7c3657d3a83863a4dcc5e3a76edfec86
ENZ_G000095,S2_ESIBank,13,A0A0N9HTU1,,,1.14.14.131,16ca1679009e0963ae9e3b3958557064162c47bc3ff0a7ab99de29d6292d2d3f
ENZ_G000095,S3_P450Rdb,60,A0A0N9HTU1,CYP71CU1,Sinopodophyllum hexandrum (Himalayan may apple) (Podophyllum hexandrum),1.14.14.131,16ca1679009e0963ae9e3b3958557064162c47bc3ff0a7ab99de29d6292d2d3f
ENZ_G000095,S9_PCPD,563,A0A0N9HTU1,CYP71CU1,Sinopodophyllum hexandrum,,16ca1679009e0963ae9e3b3958557064162c47bc3ff0a7ab99de29d6292d2d3f
ENZ_G000096,S3_P450Rdb,61,A0A0P0FVK8,ttmP,Streptomyces afghaniensis,,70369b54c4f788c17c22d03aa3bca16765368fd306405ab482938c5f31017134
ENZ_G000097,S2_ESIBank,14,A0A0P0YJU0,,,1.14.14.82,adc88fbd58d6dfcad362ab7d448311d174b109e07290b1f730c246a24f166e41
ENZ_G000098,S3_P450Rdb,62,A0A0P0ZEA9,Stl-P450,Emericella variicolor (Aspergillus stellatus),1.-.-.-,ddca23266aaa0647ad86f2860464761c106e9e2e6ffb2d1d9bd12e95959b0b49
ENZ_G000098,S9_PCPD,258,A0A0P0ZEA9,CYP652R1,Aspergillus stellatus,,ddca23266aaa0647ad86f2860464761c106e9e2e6ffb2d1d9bd12e95959b0b49
ENZ_G000099,S8_PlantP450DB,414,A0A0R0GF97,CYP72A69,Glycine max,,8acc3106107f7eb14311f71461b5371cab7ab33051347bbd286667f00aa114d0
ENZ_G000100,S2_ESIBank,15,A0A0S1TP26,,,1.14.14.175,f46efc23878b4518df859a1aebb0b317551eb84a18740ed4d42fc95d0330f753
ENZ_G000100,S3_P450Rdb,63,A0A0S1TP26,CYP76AH24,Salvia pomifera (Apple sage),1.14.14.-; 1.14.14.175; 1.14.14.60,f46efc23878b4518df859a1aebb0b317551eb84a18740ed4d42fc95d0330f753
ENZ_G000100,S9_PCPD,677,A0A0S1TP26,CYP76AH24Sp,Salvia pomifera,,f46efc23878b4518df859a1aebb0b317551eb84a18740ed4d42fc95d0330f753
ENZ_G000101,S3_P450Rdb,64,A0A0S1TPC7,CYP76AK6,Salvia pomifera (Apple sage),1.14.14.-; 1.14.14.61,dca8ff6008df6426b4f209272e0e4ac9c108d40a13512ece2dbe5e03f5058c87
ENZ_G000101,S9_PCPD,681,,CYP76AK6,Salvia pomifera,,dca8ff6008df6426b4f209272e0e4ac9c108d40a13512ece2dbe5e03f5058c87
ENZ_G000102,S3_P450Rdb,65,A0A0S1TQ04,CYP71BE52,Salvia pomifera (Apple sage),1.14.14.62,8faa99cc70400dab74217d8d1bd7484be996f6ce50e3a0bd1cd25c312ea13a89
ENZ_G000102,S9_PCPD,544,,CYP71BE52,Salvia pomifera,,8faa99cc70400dab74217d8d1bd7484be996f6ce50e3a0bd1cd25c312ea13a89
ENZ_G000103,S3_P450Rdb,66,A0A0S2IHL2,CYP72A397,Kalopanax septemlobus (Castor aralia) (Acanthopanax septemlobus),1.14.14.-,31844b29c6659cc93b0d69ec522b079ef98501f020a682963ecca01d789c9b35
ENZ_G000103,S8_PlantP450DB,419,A0A0S2IHL2,CYP72A397,Kalopanax septemlobus,,31844b29c6659cc93b0d69ec522b079ef98501f020a682963ecca01d789c9b35
ENZ_G000103,S9_PCPD,617,,CYP72A397,Kalopanax septemlobus,,31844b29c6659cc93b0d69ec522b079ef98501f020a682963ecca01d789c9b35
ENZ_G000104,S3_P450Rdb,67,A0A0S2II38,CYP716A94,Kalopanax septemlobus (Castor aralia) (Acanthopanax septemlobus),1.14.14.126,3d369d0761aca7e43916bd261c75a4aaa57c8a6e7c8b50fe041aff7295f2e084
ENZ_G000104,S8_PlantP450DB,515,A0A0S2II38,CYP716A94,Kalopanax septemlobus,,3d369d0761aca7e43916bd261c75a4aaa57c8a6e7c8b50fe041aff7295f2e084
ENZ_G000104,S9_PCPD,494,,CYP716A94,Kalopanax septemlobus,,3d369d0761aca7e43916bd261c75a4aaa57c8a6e7c8b50fe041aff7295f2e084
ENZ_G000105,S2_ESIBank,16,A0A0S2LLA9,,,1.14.14.82,1d52971cf2ea8ea36e27f3eb27667e114a54c324e77be9f026c465cbbdeaccbc
ENZ_G000106,S2_ESIBank,17,A0A0T9WNE5,,,1.14.19.70,6f4aa0a92e902b75f71eaad4d939a99889607aea7addb58c35e3b830ffbfe3b3
ENZ_G000107,S3_P450Rdb,68,A0A0U1YJA0,CYP76AD1,Beta vulgaris (Sugar beet),/,a283f4f92726ad116642193713d97d5cd8ba055267544a6f2b73756af13a7341
ENZ_G000107,S8_PlantP450DB,211,A0A0U1YJA0,CYP76AD6,Beta vulgaris,,a283f4f92726ad116642193713d97d5cd8ba055267544a6f2b73756af13a7341
ENZ_G000107,S9_PCPD,671,,CYP76AD6,Beta vulgaris,,a283f4f92726ad116642193713d97d5cd8ba055267544a6f2b73756af13a7341
ENZ_G000108,S8_PlantP450DB,210,A0A0U1YLX5,CYP76AD5,Beta vulgaris,,19d349dc95efb22c1ae2eda55bf3b2cda4c93f27c8ad9b4f9e23a2fc8659ca41
ENZ_G000109,S3_P450Rdb,69,A0A0U2TQ31,CYP716A80,Barbarea vulgaris subsp. arcuata,/,98be38526c42bc37c39a1a4f10343a5757b4a26b8fd0227a77e50ec71c06df94
ENZ_G000109,S8_PlantP450DB,511,A0A0U2TQ31,CYP716A80,Barbarea vulgaris,,98be38526c42bc37c39a1a4f10343a5757b4a26b8fd0227a77e50ec71c06df94
ENZ_G000109,S9_PCPD,490,A0A0U2TQ31,CYP716A80,Barbarea vulgaris subsp. arcuata,,98be38526c42bc37c39a1a4f10343a5757b4a26b8fd0227a77e50ec71c06df94
ENZ_G000110,S3_P450Rdb,70,A0A0U2U8U5,CYP716A81,Barbarea vulgaris (Yellow rocket) (Erysimum barbarea),1.14.14.126,afe6e0a8221b2084dddeaf0dc76a0b516afc86cd03a2bf36d40beb5f8a65286a
ENZ_G000110,S8_PlantP450DB,512,A0A0U2U8U5,CYP716A81,Barbarea vulgaris,,afe6e0a8221b2084dddeaf0dc76a0b516afc86cd03a2bf36d40beb5f8a65286a
ENZ_G000110,S9_PCPD,491,A0A0U2U8U5,CYP716A81,Barbarea vulgaris,,afe6e0a8221b2084dddeaf0dc76a0b516afc86cd03a2bf36d40beb5f8a65286a
ENZ_G000111,S9_PCPD,94,A0A0U2V7I8,CYP504C1,Ustilago maydis,,50c79a1fcbfaafe7fc25c8391d9130b68a5e7848add53ba46ba528c0c8ae987c
ENZ_G000112,S9_PCPD,111,A0A0U5GRB4,CYP5066F1,Aspergillus calidoustus,,b53d5a51a2f1ea4a53010c3324d7d0033720c66772f3dc53c37e55796067d967
ENZ_G000113,S2_ESIBank,18,A0A0Y0GRS3,,,1.14.14.65,362439f48255854963bde6f99d787efd5c9d052bf4755199166617bade104c02
ENZ_G000113,S3_P450Rdb,71,A0A0Y0GRS3,CYP76AH3,Salvia miltiorrhiza (Chinese sage),1.14.14.60; 1.14.14.65,362439f48255854963bde6f99d787efd5c9d052bf4755199166617bade104c02
ENZ_G000113,S8_PlantP450DB,215,A0A0Y0GRS3,CYP76AH3,Salvia militiorrhiza,,362439f48255854963bde6f99d787efd5c9d052bf4755199166617bade104c02
ENZ_G000114,S3_P450Rdb,72,A0A100IM63,CYP505E5,Aspergillus niger,1.14.14.1/1.6.2.4,610338a7055ecb1abdf995cf825447a01d4f106c377eb7b5b01b3328b352f118
ENZ_G000114,S9_PCPD,103,A0A100IM63,CYP505E5,Aspergillus niger,,610338a7055ecb1abdf995cf825447a01d4f106c377eb7b5b01b3328b352f118
ENZ_G000115,S3_P450Rdb,73,A0A101MN42,CYP505E4,Penicillium freii,1.14.14.1/1.6.2.4,dbecc9b01604d876d24e8cf757355fd597dcb4a43c9f28b014a91a3306847f87
ENZ_G000116,S2_ESIBank,19,A0A125QZE2,,,1.14.14.67,bbeab1b3dd66c79d141df1d01e7642ede01b181137f5023068e0039c618f2a7e
ENZ_G000116,S3_P450Rdb,74,A0A125QZE2,CYP76AK1,Salvia miltiorrhiza (Chinese sage),1.14.14.67,bbeab1b3dd66c79d141df1d01e7642ede01b181137f5023068e0039c618f2a7e
ENZ_G000116,S8_PlantP450DB,223,A0A125QZE2,CYP76AK1,Salvia militiorrhiza,,bbeab1b3dd66c79d141df1d01e7642ede01b181137f5023068e0039c618f2a7e
ENZ_G000116,S9_PCPD,680,,CYP76AK1,Salvia miltiorrhiza,,bbeab1b3dd66c79d141df1d01e7642ede01b181137f5023068e0039c618f2a7e
ENZ_G000117,S3_P450Rdb,75,A0A140IL90,Cyp96T1,Narcissus aff. pseudonarcissus MK-2014 (Daffodil),1.14.19.50,b338e088678042a440ef5d2e4157c018e8e04cc97ebfde448d6550159e9becc8
ENZ_G000117,S8_PlantP450DB,559,A0A140IL90,CYP96T1,Narcissus sp. aff. pseudonarcissus,,b338e088678042a440ef5d2e4157c018e8e04cc97ebfde448d6550159e9becc8
ENZ_G000117,S9_PCPD,809,,CYP96T1,Narcissus aff. pseudonarcissus MK-2014,,b338e088678042a440ef5d2e4157c018e8e04cc97ebfde448d6550159e9becc8
ENZ_G000118,S2_ESIBank,20,A0A140IL92,,,1.14.19.50,eea914e4314c7088d8fbb0a29a87cdce7d23cd067b6750b899526a9673467d20
ENZ_G000119,S3_P450Rdb,76,A0A140JTH9,CYP71AT96,Fallopia sachalinensis,/,4887cf615a04b1ce1a0737f52d11a0ee664d6965005cd507d93c4f0a477c4a62
ENZ_G000119,S8_PlantP450DB,73,A0A140JTH9,CYP71AT96,Fallopia sachalinensis,,4887cf615a04b1ce1a0737f52d11a0ee664d6965005cd507d93c4f0a477c4a62
ENZ_G000119,S9_PCPD,528,A0A140JTH9,CYP71AT96,Fallopia sachalinensis,,4887cf615a04b1ce1a0737f52d11a0ee664d6965005cd507d93c4f0a477c4a62
ENZ_G000120,S3_P450Rdb,77,A0A140JWM8,CYP716A2,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,c7d5cb22a064650aaf0dd68d03f1f6ef8c66c5b2012000f77c94378896c26bf9
ENZ_G000120,S8_PlantP450DB,499,A0A140JWM8,CYP716A2,Arabidopsis thaliana,,c7d5cb22a064650aaf0dd68d03f1f6ef8c66c5b2012000f77c94378896c26bf9
ENZ_G000120,S9_PCPD,480,,CYP716A2,Arabidopsis thaliana,,c7d5cb22a064650aaf0dd68d03f1f6ef8c66c5b2012000f77c94378896c26bf9
ENZ_G000121,S9_PCPD,304,A0A140JWT0,CYP698A3,Penicillium simplicissimum,,e260092582640b55e81d21a71683f1fe0cd002b880fcdc42b6d1fa6cc03b83ea
ENZ_G000122,S9_PCPD,265,A0A140JWT4,CYP653C3,Penicillium simplicissimum,,915a325f4de1002f63d25671ae29731ac9e3447253b20ad11cf88d8a32471fee
ENZ_G000123,S9_PCPD,291,A0A140JWT6,CYP68H1,Penicillium simplicissimum,,63fcdbeccb7906677c751c77c86fc36c39281ba57f01935f89fd677280182a35
ENZ_G000124,S9_PCPD,215,A0A140JWT8,CYP629D1,Penicillium simplicissimum,,07450075c6f2ad930c20d4a7e8cf750184c16f5f09a083ea96abbb263317bad6
ENZ_G000125,S9_PCPD,214,A0A140JWU1,CYP629C1,Penicillium simplicissimum,,8c9b35b858efbc567a27f73f7b598cc48cda1dba6fcefed047e411a7d802a7d4
ENZ_G000126,S8_PlantP450DB,326,A0A142FX91,Lj.FNSII-1.1,Lonicera japonica,,230029431a077ded0104c43614af68fa90cedeb2413340b4a2eefe85a547e3a1
ENZ_G000127,S8_PlantP450DB,327,A0A142FX93,LjFNSII-2.1,Lonicera japonica,,ebdce9c7454f7cdccfc2c104224835332ea710a40b1f5b944c873a6cb4ff043c
ENZ_G000128,S8_PlantP450DB,328,A0A142FX95,LmFNSII-1.1,Lonicera macranthoides,,da9238f5a9770ed3ae864232a694854dae5fa794e883cad1688cbb54c7060aa9
ENZ_G000129,S3_P450Rdb,78,A0A142I6X1,CYP736A167,Santalum album (White sandalwood),/,35a2f68fa1efa3fbb448bdcecf32cc574a2a7fd9ed8dbd0a9e3409550d328d22
ENZ_G000129,S8_PlantP450DB,398,A0A142I6X1,CYP736A167,Santalum album,,35a2f68fa1efa3fbb448bdcecf32cc574a2a7fd9ed8dbd0a9e3409550d328d22
ENZ_G000130,S3_P450Rdb,79,A0A145YFZ5,oxyB,Amycolatopsis coloradensis,/,3aeea45eaf8023dd2b97e64d7c95f6d5ec11828b9d67d2d1fa7cfae519cbec36
ENZ_G000131,S8_PlantP450DB,325,A0A146AUJ9,CYP93B25,Scutellaria baicalensis,,23be9cc2274ecd5b6934c21ca9af93bb302f1151f07d044cb69185adaee50496
ENZ_G000132,S8_PlantP450DB,50,A0A159AKG3,CYP71D182,Thymus vulgaris,,08901aee73c5131a3b9d6b4b704fd3d8f079f21fdaa6d51285ad5642b670354e
ENZ_G000133,S1_RCSB,9,A0A160P685,,Streptomyces laurentii,,d6314090b89471decf4080805fd71c341ca4e3a3a7e310c5f004e7fecdbcc8e8
ENZ_G000133,S3_P450Rdb,80,A0A160P685,CYP105D18,Streptomyces laurentii,,d6314090b89471decf4080805fd71c341ca4e3a3a7e310c5f004e7fecdbcc8e8
ENZ_G000134,S2_ESIBank,21,A0A161ABB0,,,1.14.14.126,593e5f452b4ba9fd8923cc90d5d08efdfca7cb8be671989cf83a4cb918d8d2f2
ENZ_G000134,S3_P450Rdb,81,A0A161ABB0,CYP716A253,Ocimum basilicum (Sweet basil),/,593e5f452b4ba9fd8923cc90d5d08efdfca7cb8be671989cf83a4cb918d8d2f2
ENZ_G000134,S8_PlantP450DB,526,A0A161ABB0,CYP716A253,Ocimum basilicum,,593e5f452b4ba9fd8923cc90d5d08efdfca7cb8be671989cf83a4cb918d8d2f2
ENZ_G000134,S9_PCPD,483,A0A161ABB0,CYP716A253,Ocimum basilicum,,593e5f452b4ba9fd8923cc90d5d08efdfca7cb8be671989cf83a4cb918d8d2f2
ENZ_G000135,S3_P450Rdb,82,A0A161ABI1,CYP716A252,Ocimum basilicum (Sweet basil),/,f9510bb957ff5de54b54b5e5402a58c257051b47d9c3a3d21a4a039994b207c3
ENZ_G000135,S8_PlantP450DB,525,A0A161ABI1,CYP716A252,Ocimum basilicum,,f9510bb957ff5de54b54b5e5402a58c257051b47d9c3a3d21a4a039994b207c3
ENZ_G000135,S9_PCPD,482,A0A161ABI1,CYP716A252,Ocimum basilicum,,f9510bb957ff5de54b54b5e5402a58c257051b47d9c3a3d21a4a039994b207c3
ENZ_G000136,S3_P450Rdb,83,A0A161GJD5,CYP726A27,Euphorbia lathyris (Caper spurge),1.14.14.-,dfa1cb42bfa540d332c618e1286e980ffdf6c95fc35542296b3509b8b748cb04
ENZ_G000136,S8_PlantP450DB,126,A0A161GJD5,CYP726A27,Euphorbia lathyris,,dfa1cb42bfa540d332c618e1286e980ffdf6c95fc35542296b3509b8b748cb04
ENZ_G000136,S9_PCPD,609,,CYP726A27,Euphorbia lathyris,,dfa1cb42bfa540d332c618e1286e980ffdf6c95fc35542296b3509b8b748cb04
ENZ_G000137,S3_P450Rdb,84,A0A161I263,CYP81AA2,Hypericum perforatum (St. John's wort),/,5b851e8ee4a6cd77ca42b101da03334ac1351d9a5cb27b1155af85a6943479ee
ENZ_G000137,S8_PlantP450DB,283,A0A161I263,CYP81AA2,Hypericum perforatum,,5b851e8ee4a6cd77ca42b101da03334ac1351d9a5cb27b1155af85a6943479ee
ENZ_G000137,S9_PCPD,730,,CYP81AA2,Hypericum perforatum,,5b851e8ee4a6cd77ca42b101da03334ac1351d9a5cb27b1155af85a6943479ee
ENZ_G000138,S8_PlantP450DB,284,A0A161IM14,CYP81AA3,Hypericum perforatum,,902d12eb12fd4b8eb9f82e58abf159ee97c68ece4486bcc376234c94aadf7c2c
ENZ_G000138,S9_PCPD,731,,CYP81AA3,Hypericum perforatum,,902d12eb12fd4b8eb9f82e58abf159ee97c68ece4486bcc376234c94aadf7c2c
ENZ_G000139,S3_P450Rdb,85,A0A165U5Z9,CYP71D445,Euphorbia lathyris (Caper spurge),1.14.14.-,8bda9dd0a5e3f43ad082b11732cd614034a021e360c2cd4c27a9df8f756ee2ab
ENZ_G000139,S8_PlantP450DB,54,A0A165U5Z9,CYP71D445,Euphorbia lathyris,,8bda9dd0a5e3f43ad082b11732cd614034a021e360c2cd4c27a9df8f756ee2ab
ENZ_G000139,S9_PCPD,582,,CYP71D445,Euphorbia lathyris,,8bda9dd0a5e3f43ad082b11732cd614034a021e360c2cd4c27a9df8f756ee2ab
ENZ_G000140,S8_PlantP450DB,282,A0A168GPD0,CYP81AA1,Hypericum calcycinum,,cc062a40339f364e2e1f88b6abca85354cd467857a5bf1a6ba5b4d9e5b251519
ENZ_G000140,S9_PCPD,728,,CYP81AA1,Hypericum calycinum,,cc062a40339f364e2e1f88b6abca85354cd467857a5bf1a6ba5b4d9e5b251519
ENZ_G000141,S3_P450Rdb,86,A0A168GPG9,CYP81AA1,Hypericum perforatum (St. John's wort),/,2bfda43ed79e4d007ae070c406059233ce711055175931498bcd86d8fc7a867c
ENZ_G000141,S9_PCPD,729,A0A168GPG9,CYP81AA1Hp,Hypericum perforatum,,2bfda43ed79e4d007ae070c406059233ce711055175931498bcd86d8fc7a867c
ENZ_G000142,S2_ESIBank,22,A0A173GQ95,,,1.14.99.14,43c635c5ca0f1eb2ff2b3ae644960a97a63783606a87ffaa53b30b7f62dffe35
ENZ_G000143,S3_P450Rdb,87,A0A193PE91,CYP72A208,Solanum tuberosum (Potato),/,e08918e300320729667aba57de6536a917d013a6ab9921a1a46a776a4047a77c
ENZ_G000144,S3_P450Rdb,88,A0A1B0VRN6,CYP76AH11,Plectranthus barbatus,,c570b9bbd01ca0aa2d06f3eb5dd23745da41fd87e3540366efc44b9e7ce5bc7f
ENZ_G000144,S8_PlantP450DB,216,A0A1B0VRN6,CYP76AH11,Coleus forskohlii,,c570b9bbd01ca0aa2d06f3eb5dd23745da41fd87e3540366efc44b9e7ce5bc7f
ENZ_G000144,S9_PCPD,672,,CYP76AH11,Plectranthus barbatus,,c570b9bbd01ca0aa2d06f3eb5dd23745da41fd87e3540366efc44b9e7ce5bc7f
ENZ_G000145,S3_P450Rdb,89,A0A1B0VRP1,CYP76AH8,Plectranthus barbatus,,90003b472960ef23b6d9df8a7be14a6a299ba804894c4944309c2369658282df
ENZ_G000146,S3_P450Rdb,90,A0A1B0VRP5,CYP76AH17,Plectranthus barbatus,,66476e2713a6c1e6238293401a1bf6beefcfdb19ce7b2b51f1062b6a51f72fa0
ENZ_G000147,S3_P450Rdb,91,A0A1B0VRQ0,CYP76AH15,Plectranthus barbatus,,657dfe83179a62a641b21ea413ecf3d5ac34dad4a7f9c6e440a2419491b2883a
ENZ_G000147,S8_PlantP450DB,217,A0A1B0VRQ0,CYP76AH15,Coleus forskohlii,,657dfe83179a62a641b21ea413ecf3d5ac34dad4a7f9c6e440a2419491b2883a
ENZ_G000147,S9_PCPD,673,,CYP76AH15,Plectranthus barbatus,,657dfe83179a62a641b21ea413ecf3d5ac34dad4a7f9c6e440a2419491b2883a
ENZ_G000148,S3_P450Rdb,92,A0A1B0VRQ2,CYP76AH16,Plectranthus barbatus,,9188af5b3f24b1369701e8c1b9610a8d3db0e244b453aac8bfd613dd62516d92
ENZ_G000148,S8_PlantP450DB,218,A0A1B0VRQ2,CYP76AH16,Coleus forskohlii,,9188af5b3f24b1369701e8c1b9610a8d3db0e244b453aac8bfd613dd62516d92
ENZ_G000148,S9_PCPD,674,,CYP76AH16,Plectranthus barbatus,,9188af5b3f24b1369701e8c1b9610a8d3db0e244b453aac8bfd613dd62516d92
ENZ_G000149,S3_P450Rdb,93,A0A1B2AS12,CYP716A78,Chenopodium quinoa (Quinoa),/,8022df9fab4a26a5ef0b87fb72f61e5930379a19875a5c8d455e35a05d8fd8fe
ENZ_G000149,S8_PlantP450DB,509,A0A1B2AS12,CYP716A78,Chenopodium quinoa,,8022df9fab4a26a5ef0b87fb72f61e5930379a19875a5c8d455e35a05d8fd8fe
ENZ_G000149,S9_PCPD,488,A0A1B2AS12,CYP716A78,Chenopodium quinoa,,8022df9fab4a26a5ef0b87fb72f61e5930379a19875a5c8d455e35a05d8fd8fe
ENZ_G000150,S3_P450Rdb,94,A0A1B2AS18,CYP716A79,Chenopodium quinoa (Quinoa),/,a393d41d46a647fd690054c8ba44ee255b312aa7d5d112b210a898a59f09054c
ENZ_G000150,S8_PlantP450DB,510,A0A1B2AS18,CYP716A79,Chenopodium quinoa,,a393d41d46a647fd690054c8ba44ee255b312aa7d5d112b210a898a59f09054c
ENZ_G000150,S9_PCPD,489,A0A1B2AS18,CYP716A79,Chenopodium quinoa,,a393d41d46a647fd690054c8ba44ee255b312aa7d5d112b210a898a59f09054c
ENZ_G000151,S8_PlantP450DB,191,A0A1B2ZBX8,CYP76F14,Vitis vinifera,,07cf9e784fea92843a86346ad2087e2223a4cee73038f4b9d89f752659ca0b23
ENZ_G000151,S9_PCPD,695,,CYP76F14,Vitis vinifera,,07cf9e784fea92843a86346ad2087e2223a4cee73038f4b9d89f752659ca0b23
ENZ_G000152,S9_PCPD,268,A0A1B4XBJ9,CYP656B1,Sordaria araneosa,,000e7beb6653d68836e5779a85e15a68c09c750d72a5d878abdf107b7d58b340
ENZ_G000153,S2_ESIBank,23,A0A1D6F9Y9,,,1.14.14.58,9cff008f56c3a1747e5e35b5d077039ee872365c232faea5e2f4c7d72f90f870
