substrate_idx,raw_smiles,rdkit_parse_ok,rdkit_canonical_smiles,rdkit_isomeric_smiles,rdkit_inchikey,cid,cid_status,final_substrate_id,fallback_id,cid_collision_group,pubchem_query_method,pubchem_return_count,notes,in_train,in_val,in_test,in_any_split
70,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,ARYTXMNEANMLMU-ATEDBJNTSA-N,119394,hit,CID119394,NO_CID_6862ef546a4d,,hit,1,,1,1,1,1
71,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,True,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(C)C(C)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,ARYTXMNEANMLMU-UHFFFAOYSA-N,612090,hit,CID612090,NO_CID_5b4e819f04e4,,hit,1,,1,1,1,1
72,COc1ccc2c(C[C@H](N)C(=O)O)c[nH]c2c1,True,COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,COc1ccc2c(C[C@H](N)C(=O)O)c[nH]c2c1,ASMBUJRMSWTSLE-JTQLQIEISA-N,15408556,hit,CID15408556,NO_CID_e10984c7bff9,,hit,1,,1,1,1,1
73,COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,True,COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,COc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,ASMBUJRMSWTSLE-UHFFFAOYSA-N,352941,hit,CID352941,NO_CID_8d7eca724146,,hit,1,,1,1,1,1
74,CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C,True,CC(C)C1=CCC2C(=C1)CCC1C(C)(C)CCCC21C,CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C,ASPVQUYRFYUDSC-CMKODMSKSA-N,443471,hit,CID443471,NO_CID_29963284a36e,,hit,1,,1,1,1,1
75,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,True,CC(C)CCCC(C)C1CCC2C(=O)CCCC21C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C(=O)CCC[C@]12C,ATMUYWZMPLKPEJ-XLMAVXFVSA-N,10587733,hit,CID10587733,NO_CID_5a7ae20e146a,,hit,1,,1,1,1,1
76,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,True,C=CC1(C)C=C2CCC3C(C)(C)C(O)CCC3(C)C2CC1,C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,ATQOOBSXQVRQPY-GNVJSZRZSA-N,86289488,hit,CID86289488,NO_CID_86a30ba56aa4,,hit,1,,1,1,1,1
77,CCC,True,CCC,CCC,ATUOYWHBWRKTHZ-UHFFFAOYSA-N,6334,hit,CID6334,NO_CID_8c55ff95a660,,hit,1,,1,1,1,1
78,CCCc1ccc(C(=O)O)cc1,True,CCCc1ccc(C(=O)O)cc1,CCCc1ccc(C(=O)O)cc1,ATZHGRNFEFVDDJ-UHFFFAOYSA-N,137601,hit,CID137601,NO_CID_b0228affa954,,hit,1,,1,1,1,1
79,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC,True,CC=C1CN2CCc3c([nH]c4ccccc34)C2CC1C(C=O)C(=O)OC,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC,AUOFTPXWUVYOOQ-VJBMQPMPSA-N,5280491,hit,CID5280491,NO_CID_f45d672a48f4,,hit,1,,1,1,1,1
80,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AURFZBICLPNKBZ-SYBPFIFISA-N,92786,hit,CID92786,NO_CID_537d537fccd7,,hit,1,,1,1,1,1
81,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24,True,CCC12CC(C(=O)OC)=C3Nc4ccccc4C34CCN(CC3OC31)C42,CC[C@@]12CC(C(=O)OC)=C3Nc4ccccc4[C@@]34CCN(C[C@@H]3O[C@@H]31)[C@@H]24,AUVZFRDLRJQTQF-KXEYLTKFSA-N,11382599,hit,CID11382599,NO_CID_bd1e80156c12,,hit,1,,1,1,1,1
82,O=C(O)CCCCn1cccc1,True,O=C(O)CCCCn1cccc1,O=C(O)CCCCn1cccc1,AVEVRCSCWPFBMP-UHFFFAOYSA-N,10103530,hit,CID10103530,NO_CID_5e7e769338b3,,hit,1,,1,1,0,1
83,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],True,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)[O-],CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-],AVKOENOBFIYBSA-WMPRHZDHSA-M,86289177,hit,CID86289177,NO_CID_2585ca35482f,,hit,1,,1,1,1,1
84,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,True,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,AVKOENOBFIYBSA-WMPRHZDHSA-N,6441454,hit,CID6441454,NO_CID_8104ef6f72c0,,hit,1,,1,1,1,1
85,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C)=CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,AVSXSVCZWQODGV-DPAQBDIFSA-N,439577,hit,CID439577,NO_CID_476856130d7e,,hit,1,,1,1,1,1
86,COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,True,COC(=O)C12C(=O)C(C)=C(O)C1(C)C(C)=CC1C3(C)CCC(OC(C)=O)C(C)(C)C3CCC12C,COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,AWMJEDMVXAOTQZ-QUQNHZJXSA-N,9982260,hit,CID9982260,NO_CID_83fba5182bb9,,hit,1,,1,1,1,1
87,C=CCCCCCCC(=O)O,True,C=CCCCCCCC(=O)O,C=CCCCCCCC(=O)O,AWQOXJOAQMCOED-UHFFFAOYSA-N,35860,hit,CID35860,NO_CID_d81837c4f50f,,hit,1,,1,1,1,1
88,OCc1ccc(-c2ccccc2)cc1,True,OCc1ccc(-c2ccccc2)cc1,OCc1ccc(-c2ccccc2)cc1,AXCHZLOJGKSWLV-UHFFFAOYSA-N,19186,hit,CID19186,NO_CID_d2a1aa0f7780,,hit,1,,1,1,1,1
89,c1cc2ccc3c4ccc5cc4c(c1)c2c53,True,c1cc2ccc3c4ccc5cc4c(c1)c2c53,c1cc2ccc3c4ccc5cc4c(c1)c2c53,AXFBAIOSECPASO-UHFFFAOYSA-N,90044747,hit,CID90044747,NO_CID_7fca21577c03,,hit,1,,1,1,1,1
90,N#CCc1ccc(O)cc1,True,N#CCc1ccc(O)cc1,N#CCc1ccc(O)cc1,AYKYOOPFBCOXSL-UHFFFAOYSA-N,26548,hit,CID26548,NO_CID_0318bfc7fb0b,,hit,1,,1,1,1,1
91,NC(Cc1c[nH]c2cccc(-c3ccncc3)c12)C(=O)O,True,NC(Cc1c[nH]c2cccc(-c3ccncc3)c12)C(=O)O,NC(Cc1c[nH]c2cccc(-c3ccncc3)c12)C(=O)O,AYMSBKPUYIOUER-UHFFFAOYSA-N,122499609,hit,CID122499609,NO_CID_2acf6a1c6535,,hit,1,,1,1,1,1
92,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,True,COC1=CC23CCN(C)C(CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,AYPIIWGCGUQVNZ-OYHNWAKOSA-N,15286666,hit,CID15286666,NO_CID_bad77edf0130,,hit,1,,1,1,1,1
93,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2CCO[C@@H]2O1,True,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)C2CCOC2O1,O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2CCO[C@@H]2O1,BABJNKGTTYCTOO-ULCDLSAGSA-N,107849,hit,CID107849,NO_CID_3002eec55ab0,,hit,1,,1,1,1,1
94,Cc1c(CC(N)C=O)c2cc(-c3ccncc3)ccc2n1C,True,Cc1c(CC(N)C=O)c2cc(-c3ccncc3)ccc2n1C,Cc1c(CC(N)C=O)c2cc(-c3ccncc3)ccc2n1C,BABVMUKWYHHQCL-UHFFFAOYSA-N,,still_error,NO_CID_3c2bde26e134,NO_CID_3c2bde26e134,,still_error,0,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)>,1,1,1,1
95,CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,True,CCCCCCCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O,CCCCCCCCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,BAHIJPSQSKWCJX-QHCPKHFHSA-N,181534,hit,CID181534,NO_CID_1dfd69c01db5,,hit,1,,1,0,0,1
96,O=C1CCCCCCCC1,True,O=C1CCCCCCCC1,O=C1CCCCCCCC1,BAUZLFKYYIVGPM-UHFFFAOYSA-N,76877,hit,CID76877,NO_CID_351cbe81cdfe,,hit,1,,1,1,1,1
97,C=C(C)C1CC=C(C)C(O)C1,True,C=C(C)C1CC=C(C)C(O)C1,C=C(C)C1CC=C(C)C(O)C1,BAVONGHXFVOKBV-UHFFFAOYSA-N,7438,hit,CID7438,NO_CID_82e96bbd1e46,,hit,1,,1,1,1,1
98,CC(=O)OC1CC2C(C)(C)OC(=O)CC(OC(C)=O)C2(C)C2CCC3(C)C(=CCC3C(CO)CC(O)C3OC3(C)C)C12C,True,CC(=O)OC1CC2C(C)(C)OC(=O)CC(OC(C)=O)C2(C)C2CCC3(C)C(=CCC3C(CO)CC(O)C3OC3(C)C)C12C,CC(=O)OC1CC2C(C)(C)OC(=O)CC(OC(C)=O)C2(C)C2CCC3(C)C(=CCC3C(CO)CC(O)C3OC3(C)C)C12C,BBCQAEMIGQXEIR-UHFFFAOYSA-N,,cid0_no_match,NO_CID_cee4f5af775e,NO_CID_cee4f5af775e,,cid0_no_match,0,,1,1,1,1
99,c1cc2ccc3cccc4ccc(c1)c2c34,True,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,BBEAQIROQSPTKN-UHFFFAOYSA-N,31423,hit,CID31423,NO_CID_2440abfbb1f9,,hit,1,,1,1,1,1
100,CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O,True,CC(C=CC1(O)C(C)=C(SCCCCS)C(=O)CC1(C)C)=CC(=O)O,CC1=C(SCCCCS)C(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C(=O)O,BBJQYCGIARABGM-IGOCJVNJSA-N,,cid0_no_match,NO_CID_19f2f9320d64,NO_CID_19f2f9320d64,,cid0_no_match,0,,1,1,1,1
101,CCCCCCCO,True,CCCCCCCO,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,8129,hit,CID8129,NO_CID_ca8f78da4d57,,hit,1,,1,1,1,1
102,CC(C)C1=CC2=CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,True,CC(C)C1=CC2=CCC3C(C)(C)CCCC3(C)C2CC1,CC(C)C1=CC2=CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,BBPXZLJCPUPNGH-CMKODMSKSA-N,443470,hit,CID443470,NO_CID_703de6ad1d1f,,hit,1,,1,1,1,1
103,O=C(O)/C=C/c1ccccc1[N+](=O)[O-],True,O=C(O)C=Cc1ccccc1[N+](=O)[O-],O=C(O)/C=C/c1ccccc1[N+](=O)[O-],BBQDLDVSEDAYAA-AATRIKPKSA-N,735923,hit,CID735923,NO_CID_4faa19b4e4af,,hit,1,,1,1,1,1
104,O=C(O)c1ccc(F)cc1,True,O=C(O)c1ccc(F)cc1,O=C(O)c1ccc(F)cc1,BBYDXOIZLAWGSL-UHFFFAOYSA-N,9973,hit,CID9973,NO_CID_c8f2d5a63919,,hit,1,,1,1,1,1
105,CN(C)CCCN1c2ccccc2CCc2ccccc21,True,CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-N,3696,hit,CID3696,NO_CID_7b7f78b53f36,,hit,1,,1,1,1,1
106,CCCO,True,CCCO,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,1031,hit,CID1031,NO_CID_462b618a7419,,hit,1,,1,1,1,1
107,O=C(O)CCCCCCCC(=O)O,True,O=C(O)CCCCCCCC(=O)O,O=C(O)CCCCCCCC(=O)O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,2266,hit,CID2266,NO_CID_6bea15c4dcd2,,hit,1,,1,1,1,1
108,O=C1N[C@@H](Cc2c[nH]c3cccc(F)c23)C(=O)N2CCC[C@@H]12,True,O=C1NC(Cc2c[nH]c3cccc(F)c23)C(=O)N2CCCC12,O=C1N[C@@H](Cc2c[nH]c3cccc(F)c23)C(=O)N2CCC[C@@H]12,BDTWCDGKPNOPEO-STQMWFEESA-N,168007541,hit,CID168007541,NO_CID_62d12e15dbdd,,hit,1,,1,1,1,1
109,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](CC(C)C)C(=O)O,True,CCC=CCC1C(=O)CCC1CC(O)=NC(CC(C)C)C(=O)O,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@@H](CC(C)C)C(=O)O,BDUIIOHQSYPXRT-CLDKDVBBSA-N,14455513,hit,CID14455513,NO_CID_5abeb90cf900,,hit,1,,1,1,1,1
110,C/C(=C\c1csc(C)n1)[C@@H]1C/C=C\CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,True,CC(=Cc1csc(C)n1)C1CC=CCCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,C/C(=C\c1csc(C)n1)[C@@H]1C/C=C\CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,BEFZAMRWPCMWFJ-QJKGZULSSA-N,9891226,hit,CID9891226,NO_CID_96157ebeec6d,,hit,1,,1,1,1,1
111,Cc1[nH]c2c(C3CC3)cccc2c1CC(N)C(=O)O,True,Cc1[nH]c2c(C3CC3)cccc2c1CC(N)C(=O)O,Cc1[nH]c2c(C3CC3)cccc2c1CC(N)C(=O)O,BEGKRCKLJNQZDV-UHFFFAOYSA-N,122499616,hit,CID122499616,NO_CID_8ba233629b63,,hit,1,,1,1,1,1
112,CC12CCC(CC1)C2(C)C,True,CC12CCC(CC1)C2(C)C,CC12CCC(CC1)C2(C)C,BEWYHVAWEKZDPP-UHFFFAOYSA-N,92108,hit,CID92108,NO_CID_83d165691ca8,,hit,1,,1,1,1,1
113,Cc1c(CC(N)C=O)c2cc(Br)ccc2n1C,True,Cc1c(CC(N)C=O)c2cc(Br)ccc2n1C,Cc1c(CC(N)C=O)c2cc(Br)ccc2n1C,BFCNVWLYLMVEGK-UHFFFAOYSA-N,,cid0_no_match,NO_CID_ae353a37af88,NO_CID_ae353a37af88,,cid0_no_match,0,,1,1,1,1
114,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,True,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)[O-])OO,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,BFWYTORDSFIVKP-VAEKSGALSA-M,21158477,hit,CID21158477,NO_CID_aea8fc2f80e1,,hit,1,,1,1,1,1
115,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,True,CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,BFWYTORDSFIVKP-VAEKSGALSA-N,5280893,hit,CID5280893,NO_CID_daec9e2b9724,,hit,1,,1,1,1,1
116,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,True,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,BFZHCUBIASXHPK-ATWVFEABSA-N,101788,hit,CID101788,NO_CID_1d9390073de8,,hit,1,,1,1,1,1
117,COc1c2ccoc2cc2oc(=O)ccc12,True,COc1c2ccoc2cc2oc(=O)ccc12,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,2355,hit,CID2355,NO_CID_8668dff2dd77,,hit,1,,1,1,1,1
118,C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C=O)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BGGFPZPRXRJKGG-LUZKGJLSSA-N,86290155,hit,CID86290155,NO_CID_a631a523415f,,hit,1,,1,1,1,1
119,C[C@H](C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C=O)CCCC(C)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,C[C@H](C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BGGFPZPRXRJKGG-NYJSJAOLSA-N,86290156,hit,CID86290156,NO_CID_e96ba027ac20,,hit,1,,1,1,1,1
120,CCCCCCCCCCCCCC,True,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,12389,rescued_retry,CID12389,NO_CID_a6b6ad6ec3ac,,rescued_retry,1,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)>,1,1,1,1
121,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,True,CCCCCC(O)C=CC1C=CC(=O)C1CCCCCCC(=O)O,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,BGKHCLZFGPIKKU-LDDQNKHRSA-N,5281912,hit,CID5281912,NO_CID_2b4ba2acf5d9,,hit,1,,1,1,1,1
122,COc1ccc(CCCCC(=O)O)cc1,True,COc1ccc(CCCCC(=O)O)cc1,COc1ccc(CCCCC(=O)O)cc1,BGPOHJSGSYVQSU-UHFFFAOYSA-N,344501,hit,CID344501,NO_CID_1545f985150e,,hit,1,,1,0,1,1
123,C/C=C/C(=O)C1=C(C)CCCC1(C)C,True,CC=CC(=O)C1=C(C)CCCC1(C)C,C/C=C/C(=O)C1=C(C)CCCC1(C)C,BGTBFNDXYDYBEY-FNORWQNLSA-N,5374527,hit,CID5374527,NO_CID_ac892452b78f,,hit,1,,1,1,1,1
124,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,True,CC(C)C1=CCC2=C(CCC3C(C)(C)CCCC23C)C1,CC(C)C1=CCC2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1,BGVUIJDZTQIJIO-AZUAARDMSA-N,20837867,hit,CID20837867,NO_CID_d1143a77cdee,,hit,1,,1,1,1,1
125,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,True,COc1ccc(CC2c3cc(O)c(OC)cc3CCN2C)cc1O,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-HNNXBMFYSA-N,439653,hit,CID439653,NO_CID_65b284808d05,,hit,1,,1,1,1,1
126,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,True,COc1ccc(CC2c3cc(O)c(OC)cc3CCN2C)cc1O,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,BHLYRWXGMIUIHG-OAHLLOKOSA-N,440586,hit,CID440586,NO_CID_da8360865d14,,hit,1,,1,1,1,1
127,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,True,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,BHQCQFFYRZLCQQ-OELDTZBJSA-N,221493,hit,CID221493,NO_CID_f773a2297c91,,hit,1,,1,1,1,1
128,CC1=CC[C@@H]2C(=C(C)C)CC[C@@]2(C)CC1,True,CC1=CCC2C(=C(C)C)CCC2(C)CC1,CC1=CC[C@@H]2C(=C(C)C)CC[C@@]2(C)CC1,BHSLMCXELUOVBY-HUUCEWRRSA-N,146672860,hit,CID146672860,NO_CID_c9e0579cc11a,,hit,1,,1,1,1,1
129,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BHTRKEVKTKCXOH-BJLOMENOSA-N,387316,hit,CID387316,NO_CID_c7275000e10a,,hit,1,,1,1,1,1
130,Cc1c(CC(N)C(=O)O)c2cc(-c3ccncc3)ccc2n1C,True,Cc1c(CC(N)C(=O)O)c2cc(-c3ccncc3)ccc2n1C,Cc1c(CC(N)C(=O)O)c2cc(-c3ccncc3)ccc2n1C,BHWWJQDUYUIRHY-UHFFFAOYSA-N,126584122,hit,CID126584122,NO_CID_1759c739f326,,hit,1,,1,1,1,1
131,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,BHYOQNUELFTYRT-DPAQBDIFSA-N,65076,hit,CID65076,NO_CID_b552fa3192a4,,hit,1,,1,1,1,1
132,CC[C@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)/C=C\O,True,CCC(C)C1C(C)=CC2CC(C)CC(C)C2C1(C)C(=O)C=CO,CC[C@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)/C=C\O,BINVZINZKJFBTL-OJLAHJFYSA-N,122370693,hit,CID122370693,NO_CID_f22c3780e06c,,hit,1,,1,1,1,1
133,CC[C@@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)/C=C\O,True,CCC(C)C1C(C)=CC2CC(C)CC(C)C2C1(C)C(=O)C=CO,CC[C@@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)/C=C\O,BINVZINZKJFBTL-QQJLSPJJSA-N,139291715,hit,CID139291715,NO_CID_eb68178bc643,,hit,1,,1,1,1,1
134,Cc1cccc2c(CC(N)C(=O)O)c(C)n(C)c12,True,Cc1cccc2c(CC(N)C(=O)O)c(C)n(C)c12,Cc1cccc2c(CC(N)C(=O)O)c(C)n(C)c12,BIWVCJDOKOEKPN-UHFFFAOYSA-N,134259614,hit,CID134259614,NO_CID_6c7044f705d5,,hit,1,,1,1,1,1
135,COc1cc(/C=C/c2ccccc2)cc(OC)c1,True,COc1cc(C=Cc2ccccc2)cc(OC)c1,COc1cc(/C=C/c2ccccc2)cc(OC)c1,BIYGTLDPTJMNET-CMDGGOBGSA-N,5316874,hit,CID5316874,NO_CID_b6d8d1f87077,,hit,1,,1,1,1,1
136,Nc1cccc(-c2ccc(S(N)(=O)=O)cc2)c1,True,Nc1cccc(-c2ccc(S(N)(=O)=O)cc2)c1,Nc1cccc(-c2ccc(S(N)(=O)=O)cc2)c1,BJLAHYUZLVYPAA-UHFFFAOYSA-N,112499923,hit,CID112499923,NO_CID_2f0adbe6f1b8,,hit,1,,1,1,1,1
137,N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,True,NC(Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,BJPLGTMYTDRCKD-QFIPXVFZSA-N,134821715,hit,CID134821715,NO_CID_86135c4cee97,,hit,1,,1,1,1,1
138,CCCCCCCCC,True,CCCCCCCCC,CCCCCCCCC,BKIMMITUMNQMOS-UHFFFAOYSA-N,8141,hit,CID8141,NO_CID_108f43e75351,,hit,1,,1,1,1,1
139,O=C(O)c1ccc(CCBr)cc1,True,O=C(O)c1ccc(CCBr)cc1,O=C(O)c1ccc(CCBr)cc1,BKMRWJWLBHHGCF-UHFFFAOYSA-N,104068,hit,CID104068,NO_CID_372daed41eaf,,hit,1,,1,1,1,1
