global_enzyme_id,canonical_uniprot_id,source_category,structure_source,status,has_heme,alphafill_id,template_pdb,sequence_identity,global_rmsd,local_rmsd,clash_score,alphafill_json_path,alphafill_cif_path,existing_pdb_path,needs_colabfold,notes,alphafold_pdb_path,heme_transplant_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z,aligned_ca_count,quality_tier,template_source
ENZ_G000068,A0A0F6PLP5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F6PLP5-F1,ENZ_G000331,0.7052,4.15,,,,,,0,"tier3, rmsd=4.15, identity=0.705, n_ca=485",data\structures\alphafold\pdb\AF-A0A0F6PLP5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F6PLP5-F1_heme.pdb,3.349,1.527,2.101,485,tier3,alphafill_cif
ENZ_G000069,A0A0F6PMK0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F6PMK0-F1,ENZ_G000071,0.9916,2.41,,,,,,0,"tier2, rmsd=2.41, identity=0.992, n_ca=477",data\structures\alphafold\pdb\AF-A0A0F6PMK0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F6PMK0-F1_heme.pdb,4.928,3.113,1.323,477,tier2,pcpd_pdb
ENZ_G000070,A0A0F6PML0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F6PML0-F1,ENZ_G000338,0.8316,2.01,,,,,,0,"tier2, rmsd=2.01, identity=0.832, n_ca=481",data\structures\alphafold\pdb\AF-A0A0F6PML0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F6PML0-F1_heme.pdb,3.957,-1.415,2.678,481,tier2,alphafill_cif
ENZ_G000071,A0A0F6PMN1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP94N1.pdb,0,,,,,,,,,
ENZ_G000072,A0A0F6PMN4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F6PMN4-F1,ENZ_G000331,0.7031,2.06,,,,,,0,"tier2, rmsd=2.06, identity=0.703, n_ca=485",data\structures\alphafold\pdb\AF-A0A0F6PMN4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F6PMN4-F1_heme.pdb,3.339,1.401,1.760,485,tier2,alphafill_cif
ENZ_G000073,A0A0F6PMS4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F6PMS4-F1,ENZ_G000331,0.7010,1.59,,,,,,0,"tier1, rmsd=1.59, identity=0.701, n_ca=485",data\structures\alphafold\pdb\AF-A0A0F6PMS4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F6PMS4-F1_heme.pdb,3.399,1.676,1.716,485,tier1,alphafill_cif
ENZ_G000074,A0A0F7KN88,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP750B1.pdb,0,,,,,,,,,
ENZ_G000075,A0A0F7KQD3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0F7KQD3-F1,ENZ_G000076,0.5720,1.85,,,,,,0,"tier1, rmsd=1.85, identity=0.572, n_ca=472",data\structures\alphafold\pdb\AF-A0A0F7KQD3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0F7KQD3-F1_heme.pdb,3.179,-4.215,1.730,472,tier1,pcpd_pdb
ENZ_G000076,A0A0F7KQD6,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP76AA25.pdb,0,,,,,,,,,
ENZ_G000077,A0A0G2JXU4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0G2JXU4-F1,ENZ_G000984,0.8987,0.65,,,,,,0,"tier1, rmsd=0.65, identity=0.899, n_ca=464",data\structures\alphafold\pdb\AF-A0A0G2JXU4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0G2JXU4-F1_heme.pdb,2.330,-3.425,2.735,464,tier1,experimental_pdb
ENZ_G000078,A0A0G2K9N5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0G2K9N5-F1,ENZ_G000843,0.9980,4.07,,,,,,0,"tier3, rmsd=4.07, identity=0.998, n_ca=499",data\structures\alphafold\pdb\AF-A0A0G2K9N5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0G2K9N5-F1_heme.pdb,3.274,-2.384,1.728,499,tier3,alphafill_cif
ENZ_G000079,A0A0G2RKY1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP701A40.pdb,0,,,,,,,,,
ENZ_G000080,A0A0G3FKE8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0G3FKE8-F1,ENZ_G000553,0.5426,4.27,,,,,,0,"tier3, rmsd=4.27, identity=0.543, n_ca=411",data\structures\alphafold\pdb\AF-A0A0G3FKE8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0G3FKE8-F1_heme.pdb,-18.253,33.802,44.040,411,tier3,experimental_pdb
ENZ_G000081,A0A0G3FKN9,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP79A61.pdb,0,,,,,,,,,
ENZ_G000082,A0A0G4IRM5,alphafill_candidate,alphafold_heme_transplant,no_template,0,A0A0G4IRM5-F1,ENZ_G001101,0.152,28.00,,,,,,0,No template with identity >= 0.25,data\structures\alphafold\pdb\AF-A0A0G4IRM5-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000082_heme.pdb,5.118,15.106,4.112,,,
ENZ_G000083,A0A0G4P2K0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0G4P2K0-F1,ENZ_G000644,0.4923,2.69,,,,,,0,"tier2, rmsd=2.69, identity=0.492, n_ca=455",data\structures\alphafold\pdb\AF-A0A0G4P2K0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0G4P2K0-F1_heme.pdb,-14.839,-0.868,4.937,455,tier2,experimental_pdb
ENZ_G000084,A0A0H3CVZ6,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/5YSW,0,,,,,,,,,
ENZ_G000085,A0A0K6ITW2,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0K6ITW2-F1,6LAA,0.960159,1.8026,0.554619,0.127085,data\structures\alphafill\json\A0A0K6ITW2-F1.json,data\structures\alphafill\cif\A0A0K6ITW2-F1.cif,,0,,,,,,,,,
ENZ_G000086,A0A0M2KDV0,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/8FIC,0,,,,,,,,,
ENZ_G000087,A0A0M3R7J8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0M3R7J8-F1,ENZ_G001037,0.8025,2.54,,,,,,0,"tier2, rmsd=2.54, identity=0.803, n_ca=471",data\structures\alphafold\pdb\AF-A0A0M3R7J8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0M3R7J8-F1_heme.pdb,5.302,-2.745,2.093,471,tier2,pcpd_pdb
ENZ_G000088,A0A0M4U0E0,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71D443.pdb,0,,,,,,,,,
ENZ_G000089,A0A0M7RFK7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0M7RFK7-F1,ENZ_G000865,0.4033,4.44,,,,,,0,"tier3, rmsd=4.44, identity=0.403, n_ca=481",data\structures\alphafold\pdb\AF-A0A0M7RFK7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0M7RFK7-F1_heme.pdb,4.597,-2.353,2.479,481,tier3,alphafill_cif
ENZ_G000090,A0A0M7RFL6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0M7RFL6-F1,ENZ_G000865,0.3996,2.85,,,,,,0,"tier2, rmsd=2.85, identity=0.400, n_ca=483",data\structures\alphafold\pdb\AF-A0A0M7RFL6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0M7RFL6-F1_heme.pdb,4.098,-3.190,1.934,483,tier2,alphafill_cif
ENZ_G000091,A0A0N7F297,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0N7F297-F1,ENZ_G001484,0.5951,2.71,0.0472369,0.832433,data\structures\alphafill\json\A0A0N7F297-F1.json,data\structures\alphafill\cif\A0A0N7F297-F1.cif,,0,"tier2, rmsd=2.71, identity=0.595, n_ca=452",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0N7F297-F1_heme.pdb,3.353,-0.552,6.298,452,tier2,pcpd_pdb
ENZ_G000092,A0A0N7H9X2,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0N7H9X2-F1,ENZ_G000079,0.7663,2.95,,,,,,0,"tier2, rmsd=2.95, identity=0.766, n_ca=475",data\structures\alphafold\pdb\AF-A0A0N7H9X2-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0N7H9X2-F1_heme.pdb,2.775,-3.113,2.288,475,tier2,pcpd_pdb
ENZ_G000093,A0A0N9HKQ7,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0N9HKQ7-F1,6MCW,0.27907,4.17631,4.22342,0.604326,data\structures\alphafill\json\A0A0N9HKQ7-F1.json,data\structures\alphafill\cif\A0A0N9HKQ7-F1.cif,,0,,,,,,,,,
ENZ_G000094,A0A0N9HT29,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0N9HT29-F1,5YLW,0.336,2.33163,0.742107,0.253096,data\structures\alphafill\json\A0A0N9HT29-F1.json,data\structures\alphafill\cif\A0A0N9HT29-F1.cif,,0,,,,,,,,,
ENZ_G000095,A0A0N9HTU1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71CU1.pdb,0,,,,,,,,,
ENZ_G000096,A0A0P0FVK8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0P0FVK8-F1,ENZ_G000854,0.5252,3.49,,,,,,0,"tier3, rmsd=3.49, identity=0.525, n_ca=318",data\structures\alphafold\pdb\AF-A0A0P0FVK8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0FVK8-F1_heme.pdb,-5.281,-2.009,4.079,318,tier3,alphafill_cif
ENZ_G000097,A0A0P0YJU0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0P0YJU0-F1,ENZ_G001338,0.6686,1.54,,,,,,0,"tier1, rmsd=1.54, identity=0.669, n_ca=510",data\structures\alphafold\pdb\AF-A0A0P0YJU0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0YJU0-F1_heme.pdb,3.976,-2.061,2.945,510,tier1,alphafill_cif
ENZ_G000098,A0A0P0ZEA9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0P0ZEA9-F1,ENZ_G000721,0.4158,4.67,0.161522,0.346711,data\structures\alphafill\json\A0A0P0ZEA9-F1.json,data\structures\alphafill\cif\A0A0P0ZEA9-F1.cif,,0,"tier3, rmsd=4.67, identity=0.416, n_ca=493",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0ZEA9-F1_heme.pdb,1.038,-5.011,1.075,493,tier3,alphafill_cif
ENZ_G000099,A0A0R0GF97,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0R0GF97-F1,4HGG,0.272981,3.86306,1.93366,0.197219,data\structures\alphafill\json\A0A0R0GF97-F1.json,data\structures\alphafill\cif\A0A0R0GF97-F1.cif,,0,,,,,,,,,
ENZ_G000100,A0A0S1TP26,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0S1TP26-F1,7X2Q,0.854305,0.707414,0.417744,0.120184,data\structures\alphafill\json\A0A0S1TP26-F1.json,data\structures\alphafill\cif\A0A0S1TP26-F1.cif,,0,,,,,,,,,
ENZ_G000101,A0A0S1TPC7,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP76AK6.pdb,0,,,,,,,,,
ENZ_G000102,A0A0S1TQ04,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0S1TQ04-F1,5YLW,0.411765,1.70016,0.861975,0.275436,data\structures\alphafill\json\A0A0S1TQ04-F1.json,data\structures\alphafill\cif\A0A0S1TQ04-F1.cif,,0,,,,,,,,,
ENZ_G000103,A0A0S2IHL2,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP72A397.pdb,0,,,,,,,,,
ENZ_G000104,A0A0S2II38,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP716A94.pdb,0,,,,,,,,,
ENZ_G000105,A0A0S2LLA9,alphafill_candidate,alphafill,alphafill_not_found,0,A0A0S2LLA9-F1,,,,,,,,,0,AlphaFold download: alphafold_not_found,,,,,,,,
ENZ_G000106,A0A0T9WNE5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0T9WNE5-F1,ENZ_G000930,1.0000,0.79,,,,,,0,"tier1, rmsd=0.79, identity=1.000, n_ca=394",data\structures\alphafold\pdb\AF-A0A0T9WNE5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0T9WNE5-F1_heme.pdb,3.595,-1.878,0.589,394,tier1,experimental_pdb
ENZ_G000107,A0A0U1YJA0,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP76AD6.pdb,0,,,,,,,,,
ENZ_G000108,A0A0U1YLX5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0U1YLX5-F1,ENZ_G000107,0.8782,1.88,,,,,,0,"tier1, rmsd=1.88, identity=0.878, n_ca=468",data\structures\alphafold\pdb\AF-A0A0U1YLX5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U1YLX5-F1_heme.pdb,3.441,-1.146,2.478,468,tier1,pcpd_pdb
ENZ_G000109,A0A0U2TQ31,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0U2TQ31-F1,ENZ_G000110,0.9537,1.33,,,,,,0,"tier1, rmsd=1.33, identity=0.954, n_ca=475",data\structures\alphafold\pdb\AF-A0A0U2TQ31-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U2TQ31-F1_heme.pdb,2.880,-3.560,2.225,475,tier1,alphafill_cif
ENZ_G000110,A0A0U2U8U5,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0U2U8U5-F1,2VE3,0.320088,2.75036,0.883295,0.35349,data\structures\alphafill\json\A0A0U2U8U5-F1.json,data\structures\alphafill\cif\A0A0U2U8U5-F1.cif,,0,,,,,,,,,
ENZ_G000111,A0A0U2V7I8,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0U2V7I8-F1,3PM0,0.34,2.27483,1.53049,0.814675,data\structures\alphafill\json\A0A0U2V7I8-F1.json,data\structures\alphafill\cif\A0A0U2V7I8-F1.cif,,0,,,,,,,,,
ENZ_G000112,A0A0U5GRB4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A0U5GRB4-F1,ENZ_G000186,0.4252,3.46,,,,,,0,"tier3, rmsd=3.46, identity=0.425, n_ca=508",data\structures\alphafold\pdb\AF-A0A0U5GRB4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U5GRB4-F1_heme.pdb,0.101,-0.076,5.229,508,tier3,alphafill_cif
ENZ_G000113,A0A0Y0GRS3,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A0Y0GRS3-F1,7X2Q,0.95279,0.722287,0.408013,0.114799,data\structures\alphafill\json\A0A0Y0GRS3-F1.json,data\structures\alphafill\cif\A0A0Y0GRS3-F1.cif,,0,,,,,,,,,
ENZ_G000114,A0A100IM63,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A100IM63-F1,ENZ_G000644,0.5077,2.69,,,,,,0,"tier2, rmsd=2.69, identity=0.508, n_ca=455",data\structures\alphafold\pdb\AF-A0A100IM63-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A100IM63-F1_heme.pdb,14.983,3.108,-11.588,455,tier2,experimental_pdb
ENZ_G000115,A0A101MN42,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A101MN42-F1,ENZ_G000644,0.4901,2.74,,,,,,0,"tier2, rmsd=2.74, identity=0.490, n_ca=455",data\structures\alphafold\pdb\AF-A0A101MN42-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A101MN42-F1_heme.pdb,-4.617,7.739,13.781,455,tier2,experimental_pdb
ENZ_G000116,A0A125QZE2,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP76AK1.pdb,0,,,,,,,,,
ENZ_G000117,A0A140IL90,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A140IL90-F1,6J94,0.26087,4.67368,1.07468,0.216714,data\structures\alphafill\json\A0A140IL90-F1.json,data\structures\alphafill\cif\A0A140IL90-F1.cif,,0,,,,,,,,,
ENZ_G000118,A0A140IL92,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A140IL92-F1,6J94,0.258581,4.68463,1.04748,0.22808,data\structures\alphafill\json\A0A140IL92-F1.json,data\structures\alphafill\cif\A0A140IL92-F1.cif,,0,,,,,,,,,
ENZ_G000119,A0A140JTH9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A140JTH9-F1,ENZ_G000175,0.4989,2.18,,,,,,0,"tier2, rmsd=2.18, identity=0.499, n_ca=471",data\structures\alphafold\pdb\AF-A0A140JTH9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JTH9-F1_heme.pdb,-2.540,4.772,-0.488,471,tier2,pcpd_pdb
ENZ_G000120,A0A140JWM8,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP716A2.pdb,0,,,,,,,,,
ENZ_G000121,A0A140JWT0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A140JWT0-F1,ENZ_G000468,0.5149,2.65,1.86637,0.278858,data\structures\alphafill\json\A0A140JWT0-F1.json,data\structures\alphafill\cif\A0A140JWT0-F1.cif,,0,"tier2, rmsd=2.65, identity=0.515, n_ca=505",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JWT0-F1_heme.pdb,3.733,0.298,1.718,505,tier2,alphafill_cif
ENZ_G000122,A0A140JWT4,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A140JWT4-F1,5VCD,0.275862,3.70369,1.8854,0.181326,data\structures\alphafill\json\A0A140JWT4-F1.json,data\structures\alphafill\cif\A0A140JWT4-F1.cif,,0,,,,,,,,,
ENZ_G000123,A0A140JWT6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A140JWT6-F1,ENZ_G000500,0.3655,4.69,2.40789,0.1676,data\structures\alphafill\json\A0A140JWT6-F1.json,data\structures\alphafill\cif\A0A140JWT6-F1.cif,,0,"tier3, rmsd=4.69, identity=0.365, n_ca=498",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JWT6-F1_heme.pdb,3.284,0.156,2.830,498,tier3,alphafill_cif
ENZ_G000124,A0A140JWT8,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A140JWT8-F1,3QZ1,0.265957,4.30705,2.58526,0.298489,data\structures\alphafill\json\A0A140JWT8-F1.json,data\structures\alphafill\cif\A0A140JWT8-F1.cif,,0,,,,,,,,,
ENZ_G000125,A0A140JWU1,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A140JWU1-F1,7WZL,0.306452,4.76725,1.91078,0.690274,data\structures\alphafill\json\A0A140JWU1-F1.json,data\structures\alphafill\cif\A0A140JWU1-F1.cif,,0,,,,,,,,,
ENZ_G000126,A0A142FX91,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A142FX91-F1,ENZ_G001039,0.4969,2.77,,,,,,0,"tier2, rmsd=2.77, identity=0.497, n_ca=477",data\structures\alphafold\pdb\AF-A0A142FX91-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX91-F1_heme.pdb,-6.383,1.603,0.172,477,tier2,pcpd_pdb
ENZ_G000127,A0A142FX93,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A142FX93-F1,ENZ_G001039,0.4948,2.75,,,,,,0,"tier2, rmsd=2.75, identity=0.495, n_ca=477",data\structures\alphafold\pdb\AF-A0A142FX93-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX93-F1_heme.pdb,-6.413,1.943,0.028,477,tier2,pcpd_pdb
ENZ_G000128,A0A142FX95,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A142FX95-F1,ENZ_G001351,0.5084,3.10,,,,,,0,"tier3, rmsd=3.10, identity=0.508, n_ca=478",data\structures\alphafold\pdb\AF-A0A142FX95-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX95-F1_heme.pdb,-5.410,3.116,-1.255,478,tier3,pcpd_pdb
ENZ_G000129,A0A142I6X1,alphafill_candidate,alphafill,downloaded_with_heme,1,A0A142I6X1-F1,7X2Q,0.345055,2.47027,0.605415,0.108404,data\structures\alphafill\json\A0A142I6X1-F1.json,data\structures\alphafill\cif\A0A142I6X1-F1.cif,,0,,,,,,,,,
ENZ_G000130,A0A145YFZ5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A145YFZ5-F1,ENZ_G000133,0.3564,4.98,,,,,,0,"tier3, rmsd=4.98, identity=0.356, n_ca=390",data\structures\alphafold\pdb\AF-A0A145YFZ5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A145YFZ5-F1_heme.pdb,1.312,0.013,-5.695,390,tier3,experimental_pdb
ENZ_G000131,A0A146AUJ9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A146AUJ9-F1,ENZ_G001039,0.4376,2.41,,,,,,0,"tier2, rmsd=2.41, identity=0.438, n_ca=473",data\structures\alphafold\pdb\AF-A0A146AUJ9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A146AUJ9-F1_heme.pdb,4.638,-4.240,-0.630,473,tier2,pcpd_pdb
ENZ_G000132,A0A159AKG3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A159AKG3-F1,ENZ_G001577,0.9699,2.38,,,,,,0,"tier2, rmsd=2.38, identity=0.970, n_ca=465",data\structures\alphafold\pdb\AF-A0A159AKG3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A159AKG3-F1_heme.pdb,2.777,4.552,3.165,465,tier2,pcpd_pdb
ENZ_G000133,A0A160P685,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/7DLS,0,,,,,,,,,
ENZ_G000134,A0A161ABB0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A0A161ABB0-F1,ENZ_G000164,0.8475,2.03,,,,,,0,"tier2, rmsd=2.03, identity=0.848, n_ca=446",data\structures\alphafold\pdb\AF-A0A161ABB0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A161ABB0-F1_heme.pdb,2.546,3.710,1.433,446,tier2,pcpd_pdb
