global_compound_id,canonical_name,canonical_smiles,overall_confidence,multilabel_vector,multilabel_reason,evidence_counts,label_confidence,Steroid,Terpenoid,Alkaloid,Amino_acid,Fatty_acid,Phenylpropanoid,Polyketide,Other
CMP_G001460,fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=NPC alkaloid (no structural confirmation),"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000231,,CCOc1ccc(NC(C)=O)cc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=NPC alkaloid (no structural confirmation),"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000484,(+)-Vincadifformine,CC[C@@]12CCCN3CC[C@@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@H]32,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000178,Cyclo(L-leucyl-L-tryptophyl),CC(C)C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP with alkaloid-like nitrogen scaffold; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001710,HBOA,O=C1Nc2ccccc2OC1O,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000171,,COc1cc2c(cc1O)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001898,tryprostatin A,COc1ccc2c(CC3NC(=O)C4CCCN4C3=O)c(CC=C(C)C)[nH]c2c1,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP with alkaloid-like nitrogen scaffold; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000590,"Tryptophan, 5-hydroxy-2-methyl-",Cc1[nH]c2ccc(O)cc2c1CC(N)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001132,"3-[(2E,6E)-9-Hydroxy-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl]-2-methyl-4(1H)-quinolinone",CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/Cc1c(C)[nH]c2ccccc2c1=O,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000323,Glucobrassicin,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001633,2-amino-3-(7-fluoro-2-methyl-1H-indol-3-yl)propanoic acid,Cc1[nH]c2c(F)cccc2c1CC(N)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000611,PhIP,Cl.Cn1c(N)nc2ncc(-c3ccccc3)cc21,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000114,"alpha-Amino-5-bromo-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(Br)ccc2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001761,prochaetoglobosin IV,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)/C=C/CC1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001162,7-Ethenyltryptophan,C=Cc1cccc2c(CC(N)C(=O)O)c[nH]c12,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001868,"alpha-Amino-5-methoxy-1,2-dimethyl-1H-indole-3-propanal",COc1ccc2c(c1)c(CC(N)C=O)c(C)n2C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001424,,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=quinone scaffold (type II PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001418,Monacolin L Carboxylate,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]2CC1,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: cyclic polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001194,"6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-3,5,7,9,13-pentamethyl-1-oxacyclotetradec-11-ene-2,4,10-trione",CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000662,filipin,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000593,6-Deoxyerythronolide B,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000424,,CC[C@H]1OC(=O)/C=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001644,fumonisin,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: linear polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001773,proatranorin IV,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(CO)c2O)c(C)c1O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000562,Rubrofusarin B,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000994,"2-[(3E,5E)-6-(4-Bromophenyl)-3,5-dimethyl-3,5-hexadien-1-yl]-6-methoxy-3,5-dimethyl-4H-pyran-4-one",COc1oc(CCC(C)=CC(C)=Cc2ccc(Br)cc2)c(C)c(=O)c1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: cyclic polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000251,Probetaenone I,CC[C@@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(=O)CCO,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: cyclic polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001591,pretenellin A,CC[C@@H](C)/C=C(C)/C=C/C(O)=C1C(=O)N[C@@H](Cc2ccc(O)cc2)C1=O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: linear polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000636,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001123,"Cirramycin A1, 12,13-deepoxy-12,13-didehydro-4-deoxy-, (12E)- (9CI, ACI)",CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001924,mycinamicin VIII,CC[C@H]1OC(=O)/C=C/[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@H](C)C[C@@H](C)C(=O)/C=C\C=C\[C@H]1C,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=macrocyclic lactone (type I PKS indicator),"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000168,2-hydroxymethyl-3-pentylphenol,CCCCCc1cccc(O)c1CO,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G000038,previridicatumtoxin,COc1cc(O)c2c(O)c3c(c(C/C=C(\C)CCC=C(C)C)c2c1)[C@H](O)[C@@]1(O)CC(=O)C(C(N)=O)=C(O)[C@@]1(O)C3=O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001505,1-Hydroxy-2-naphthoic acid,O=C(O)c1ccc2ccccc2c1O,high,"[0, 0, 0, 0, 0, 0, 1]",Polyketide=NPC polyketide: polyketides,"{""Polyketide"": 1}","{""Polyketide"": ""high""}",0,0,0,0,0,0,1,0
CMP_G001766,N-Methyl-D-leucyl-D-tyrosyl-L-asparaginyl-(2R)-2-(4-hydroxyphenyl)glycyl-(2R)-2-(4-hydroxyphenyl)glycylthio-L-tyrosine,CNC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)S)c1ccc(O)cc1)c1ccc(O)cc1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=peptide (6 amide bonds) + NPC support,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000330,4-Methyl-L-phenylalanine,Cc1ccc(CC(N)C(=O)O)cc1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000228,L-Phenylalanine,N[C@@H](Cc1ccccc1)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001638,1-Methyl-7-phenyltryptophan,Cn1cc(CC(N)C(=O)O)c2cccc(-c3ccccc3)c21,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000717,6-Cyclopropyl-2-methyltryptophan,Cc1[nH]c2cc(C3CC3)ccc2c1CC(N)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001574,2-amino-3-(5-bromo-1-methylindol-3-yl)propanoic acid,Cn1cc(CC(N)C(=O)O)c2cc(Br)ccc21,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000928,6-(4-Morpholinyl)-L-tryptophan,NC(Cc1c[nH]c2cc(N3CCOCC3)ccc12)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000404,2-amino-3-(5-ethynyl-1H-indol-3-yl)propanoic acid,C#Cc1ccc2[nH]cc(CC(N)C(=O)O)c2c1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001189,L-Tyrosine,N[C@@H](Cc1ccc(O)cc1)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000224,N-hydroxy-L-tyrosine,O=C(O)[C@H](Cc1ccc(O)cc1)NO,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000876,(2S)-2-amino-3-(5-methoxy-1H-indol-3-yl)propanoic acid,COc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001233,6-Ethenyl-1-methyltryptophan,C=Cc1ccc2c(CC(N)C(=O)O)cn(C)c2c1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001032,"Tryptophan, 6-chloro-1-methyl-",Cn1c(CC(N)C(=O)O)cc2ccc(Cl)cc21,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000505,"2,5-Dimethyl-tryptophan",Cc1ccc2[nH]c(C)c(CC(N)C(=O)O)c2c1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001379,6-Phenyl-L-tryptophan,N[C@@H](Cc1c[nH]c2cc(-c3ccccc3)ccc12)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001674,presphingofungin,CCCCCCCC=CCCCCC=CC(O)CC(O)C([NH3+])C(=O)[O-],high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001065,4-Chloro-DL-phenylalanine,NC(Cc1ccc(Cl)cc1)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001895,"2-amino-3-(1,7-dimethylindol-3-yl)propanoic acid",Cc1cccc2c(CC(N)C(=O)O)cn(C)c12,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001621,,CC[C@@H]1C[C@@H]2C[C@@H]3C/C=C/CC(=O)NCCC[C@@H]4NC(=O)/C(=C(O)/C=C/C=C/[C@H](O)[C@H]3[C@@H]2[C@H]1C)C4=O,high,"[0, 0, 0, 1, 0, 0, 1]",Amino_acid=peptide (2 amide bonds) + NPC support; Polyketide=NPC polyketide: macrolides,"{""Amino_acid"": 1, ""Polyketide"": 1}","{""Amino_acid"": ""high"", ""Polyketide"": ""high""}",0,0,0,1,0,0,1,0
CMP_G000039,L-Isoleucine,CC[C@H](C)[C@H](N)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001736,3-Fluorophenylalanine,NC(Cc1cccc(F)c1)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001062,"Tryptophan, 5-amino-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2cc(N)ccc2n1C,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000342,5-Cyclopropyl-2-methyltryptophan,Cc1[nH]c2ccc(C3CC3)cc2c1CC(N)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000426,4-Methyl-L-tryptophan,Cc1cccc2[nH]cc(CC(N)C(=O)O)c12,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G002029,2-amino-3-(5-bromo-2-methyl-1H-indol-3-yl)propanoic acid,Cc1[nH]c2ccc(Br)cc2c1CC(N)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000360,6-Amino-2-methyltryptophan,Cc1[nH]c2cc(N)ccc2c1CC(N)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000356,3-Methyl-O-(methyl-d3)-D-tyrosine,COc1ccc(CC(N)C(=O)O)cc1C,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001932,p-Fluorophenylalanine,NC(Cc1ccc(F)cc1)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000501,5-Cyclopropyl-L-tryptophan,NC(Cc1c[nH]c2ccc(C3CC3)cc12)C(=O)O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000983,S-Adenosyl-L-methionine,C[S+](CCC(N)C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G001983,5-Amino-L-tryptophan,Nc1ccc2[nH]cc(CC(N)C(=O)O)c2c1,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
CMP_G000705,1-Methyl-4-phenyltryptophan,Cn1cc(CC(N)C(=O)O)c2c(-c3ccccc3)cccc21,high,"[0, 0, 0, 1, 0, 0, 0]",Amino_acid=intact alpha-amino-acid backbone,"{""Amino_acid"": 1}","{""Amino_acid"": ""high""}",0,0,0,1,0,0,0,0
