uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
A0A060WGY6,Class-I pyridoxal-phosphate-dependent aminotransferase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|PIRNR:PIRNR000517, ECO:0000256|PIRSR:PIRSR000517-1};",IPR004839;IPR004838;IPR015424;IPR015421;IPR015422;IPR005958;IPR005957;,False,False,False
A0A060WK03,,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRSR:PIRSR607754-2};,IPR007754;IPR029044;,False,False,False
A0A060X4E5,"Transthyretin family, 5-hydroxyisourate hydrolase subfamily",,IPR014306;IPR000895;IPR023416;IPR036817;,False,False,False
A0A060YAT7,"Peroxiredoxin family, Prx6 subfamily",,IPR000866;IPR024706;IPR019479;IPR045020;IPR036249;IPR013766;,False,False,False
A0A060YCH4,,,IPR007373;IPR036371;IPR007371;IPR036759;,False,False,False
A0A061ADL0,Enolase family,,IPR000941;IPR036849;IPR029017;IPR020810;IPR020811;,False,False,False
A0A061APA2,Kynurenine formamidase family,,IPR013094;IPR029058;IPR050300;IPR027519;,False,False,False
A0A061BB61,Type-II 3-dehydroquinase family,,IPR001874;IPR018509;IPR036441;,False,False,False
A0A061BYA6,,,,False,False,False
A0A061CJ20,"Carbohydrate kinase PfkB family, LacC subfamily; Carbohydrate kinase pfkB family",,IPR022463;IPR002173;IPR011611;IPR029056;IPR017583;,False,False,False
A0A061CQG7,Phosphoglycerate kinase family,,IPR001576;IPR015911;IPR015824;IPR036043;,False,False,False
A0A061D1S0,,,IPR051532;IPR013830;IPR036514;,False,False,False
A0A061FZS6,"Thiolase-like superfamily, HMG-CoA synthase family",,IPR000590;IPR013746;IPR013528;IPR010122;IPR016039;,False,False,False
A0A061G0L4,Pectinesterase family,,IPR012334;IPR011050;IPR033131;IPR000070;,False,False,False
A0A061G5W9,GPAT/DAPAT family,,IPR016222;IPR023083;IPR038114;IPR002123;,False,False,False
A0A061HUY7,,,IPR015352;IPR009003;IPR043504;IPR001314;IPR036772;IPR001254;IPR018114;IPR033116;,False,False,False
A0A061HYZ2,,,IPR037446;,False,False,False
A0A061I1D4,,,,False,False,False
A0A061I1Z7,"TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family",,IPR022812;IPR001401;IPR019762;IPR045063;IPR000375;IPR030381;IPR003130;IPR020850;IPR027417;,False,False,False
A0A061I2Z9,Glycosyltransferase 4 family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR048439;IPR000715;IPR033895;,False,False,False
A0A061I409,"PI3/PI4-kinase family, Type III PI4K subfamily",,IPR016024;IPR045495;,False,False,False
A0A061I533,,,IPR050850;IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;,False,False,False
A0A061I613,5-formyltetrahydrofolate cyclo-ligase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU361279};,IPR002698;IPR024185;IPR037171;,False,False,False
A0A061I985,GART family; GARS family; AIR synthase family,,IPR011761;IPR013815;IPR002376;IPR036477;IPR004607;IPR016185;IPR020561;IPR000115;IPR020562;IPR010918;IPR036676;IPR004733;,False,False,False
A0A061IDG8,V-ATPase E subunit family,,IPR002842;IPR038081;IPR003644;,False,False,False
A0A061IED4,Heme oxygenase family,,IPR002051;IPR016053;IPR016084;IPR018207;,False,False,False
A0A061IFD0,Ribonucleoside diphosphate reductase large chain family,,IPR005144;IPR013346;IPR000788;IPR013509;IPR008926;IPR039718;,False,False,False
A0A061IJ95,,,,False,False,False
A0A061IL86,Class-II aminoacyl-tRNA synthetase family,,IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;,False,False,False
A0A061ILE8,PNP/MTAP phosphorylase family,,IPR000845;IPR035994;IPR011270;IPR011268;IPR018099;,False,False,False
A0A061ILQ3,Class-I aminoacyl-tRNA synthetase family,,IPR001412;IPR041872;IPR010987;IPR036282;IPR004046;IPR041598;IPR023458;IPR014758;IPR015413;IPR033911;IPR029038;IPR014729;IPR009080;IPR009068;IPR000738;,False,False,False
A0A061IMG5,,,IPR004364;IPR045864;,False,False,False
A0A061IN58,Purine/pyrimidine phosphoribosyltransferase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR000485-2}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000256|PIRSR:PIRSR000485-2}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000256|PIRSR:PIRSR000485-3}; Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000256|PIRSR:PIRSR000485-3};,IPR017932;IPR029055;IPR000836;IPR029057;IPR005854;IPR035584;,False,False,False
A0A061J5A1,Phosphoglycerate kinase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR027250;IPR001576;IPR015911;IPR015824;IPR036043;,False,False,False
A0A061KC96,"HIBADH-related family, 3-sulfolactaldehyde reductase subfamily",,IPR002204;IPR008927;IPR013328;IPR006115;IPR029154;IPR015815;IPR036291;IPR030876;,False,False,False
A0A062W9H8,DHPS family,,IPR045031;IPR006390;IPR011005;IPR000489;,False,False,False
A0A062WII2,Ketol-acid reductoisomerase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00435}; Note=Binds 2 magnesium ions per subunit. {ECO:0000256|HAMAP-Rule:MF_00435};,IPR008927;IPR013023;IPR000506;IPR013116;IPR014359;IPR036291;,False,False,False
A0A062WIM3,Prephenate/arogenate dehydrogenase family,,IPR008927;IPR036291;IPR046825;IPR046826;IPR050812;IPR003099;,False,False,False
A0A063X666,ATP:guanido phosphotransferase family,,IPR023660;IPR000749;IPR022415;IPR022414;IPR014746;,False,False,False
A0A063X7A8,DCK/DGK family,,IPR002624;IPR050566;IPR031314;IPR027417;,False,False,False
A0A063X7S9,Nudix hydrolase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR020476;IPR015797;IPR020084;IPR000086;,False,False,False
A0A063XEY5,Zinc-containing alcohol dehydrogenase family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947, ECO:0000256|RuleBase:RU361277};",IPR013149;IPR013154;IPR002328;IPR020843;IPR011032;IPR036291;,False,False,False
A0A063XF05,,,,False,False,False
A0A063XF06,PurS family,,IPR003850;IPR036604;,False,False,False
A0A063XFE0,,,,False,False,False
A0A063XIY2,Acetolactate synthase small subunit family,,IPR004789;IPR027271;IPR019455;IPR045865;IPR002912;IPR039557;IPR054480;,False,False,False
A0A064BWG7,"Adenylate cyclase family, DacA/CdaA subfamily",,IPR014046;IPR034701;IPR045585;IPR050338;IPR036888;IPR003390;,False,False,False
A0A064BYH9,Acetokinase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|HAMAP-Rule:MF_00020}; Note=Mg(2+). Can also accept Mn(2+). {ECO:0000256|HAMAP-Rule:MF_00020};,IPR004372;IPR000890;IPR023865;IPR043129;,False,False,False
A0A066Q036,N-acylglucosamine 2-epimerase family,,IPR008928;IPR012341;IPR010819;IPR034116;IPR030875;,False,False,False
A0A066Q037,"Glutamate--cysteine ligase type 2 family, YbdK subfamily",,IPR050141;IPR006336;IPR014746;IPR011793;,False,False,False
A0A066Q8U8,"Argininosuccinate synthase family, Type 2 subfamily",,IPR023437;IPR048268;IPR048267;IPR001518;IPR018223;IPR023434;IPR024074;IPR024073;IPR014729;,False,False,False
A0A066QL36,Tetrahydrofolate dehydrogenase/cyclohydrolase family,,IPR046346;IPR036291;IPR000672;IPR020630;IPR020867;IPR020631;,False,False,False
A0A066RA23,Bacterial RNK family; Bacterial NMN adenylyltransferase family,,IPR001387;IPR004821;IPR010982;IPR052735;IPR016429;IPR038727;IPR006417;IPR041749;IPR027417;IPR014729;,False,False,False
A0A066SNF9,,,IPR036878;IPR018113;IPR003352;IPR013013;IPR050429;IPR001996;IPR011299;IPR004719;,False,False,False
A0A066SNZ6,N-acetylmuramoyl-L-alanine amidase 2 family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR036505;IPR002502;IPR051206;,False,False,False
A0A066SX54,"Hydratase/decarboxylase family, MhpD subfamily",COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000256|HAMAP-Rule:MF_01655};,IPR011234;IPR036663;IPR050772;IPR023793;,False,False,False
A0A066T7U7,EutB family,COFACTOR: Name=adenosylcob(III)alamin; Xref=ChEBI:CHEBI:18408; Evidence={ECO:0000256|HAMAP-Rule:MF_00861}; Note=Binds between the large and small subunits. {ECO:0000256|HAMAP-Rule:MF_00861};,IPR013785;IPR010628;IPR044939;IPR044941;,False,False,False
A0A066TZN0,,,IPR029058;,False,False,False
A0A067D5D3,PAL/histidase family,,IPR001106;IPR008948;IPR005922;IPR023144;,False,False,False
A0A067DIJ6,"Phospholipase D family, C2-PLD subfamily",COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000256|ARBA:ARBA00001913};,IPR000008;IPR035892;IPR001736;IPR015679;,False,False,False
A0A067E852,,,IPR004131;,False,False,False
A0A067EGU1,"Phosphofructokinase type A (PFKA) family, PPi-dependent PFK group II subfamily, Clade 'Long' sub-subfamily","COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|HAMAP-Rule:MF_03185};",IPR022953;IPR011183;IPR000023;IPR035966;,False,False,False
A0A067F7J8,PEPCase type 1 family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR021135;IPR022805;IPR018129;IPR033129;IPR015813;,False,False,False
A0A067GNY9,Glycosyl hydrolase 1 family,,IPR001360;IPR017736;IPR033132;IPR017853;,False,False,False
A0A067GPR0,Glycosyl hydrolase 100 family,,IPR008928;IPR012341;IPR024746;,False,False,False
A0A067H5I6,Glycosyl hydrolase 13 family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000256|ARBA:ARBA00001913};,IPR012850;IPR006046;IPR006047;IPR013780;IPR017853;IPR056301;,False,False,False
A0A067JN08,,,IPR029058;IPR017395;,False,False,False
A0A067JZ07,PAL/histidase family,,IPR001106;IPR024083;IPR008948;IPR022313;IPR005922;IPR023144;,False,False,False
A0A067KPZ7,Glycosyl hydrolase 17 family,,IPR000490;IPR044965;IPR017853;,False,False,False
A0A067RJK1,Formate--tetrahydrofolate ligase family; Tetrahydrofolate dehydrogenase/cyclohydrolase family,,IPR046346;IPR000559;IPR020628;IPR036291;IPR027417;IPR000672;IPR020630;IPR020867;IPR020631;,False,False,False
A0A067XG66,,,IPR000073;IPR029058;IPR000639;,False,False,False
A0A067XH78,Carnitine/choline acetyltransferase family,,IPR000542;IPR023213;IPR039551;IPR042231;IPR032476;,False,False,False
A0A067XNL8,Oxygen-dependent FAD-linked oxidoreductase family,"COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|ARBA:ARBA00001974, ECO:0000256|RuleBase:RU367158};",IPR007173;IPR016166;IPR036318;IPR016167;IPR016169;IPR010031;IPR006094;IPR006093;IPR030654;IPR016171;,False,False,False
A0A067XRK9,"Glycosyl hydrolase 16 family, XTH group 1 subfamily",,IPR044791;IPR008264;IPR013320;IPR000757;IPR010713;IPR016455;,False,False,False
A0A067XSJ2,Glycosyl hydrolase 16 family,,IPR044791;IPR013320;IPR000757;IPR008263;IPR010713;IPR016455;,False,False,False
A0A067YBQ3,UDP-glycosyltransferase family,,IPR050481;IPR002213;IPR035595;,False,False,False
A0A067YX61,,,IPR055091;,False,False,False
A0A067ZIC8,IPP isomerase type 1 family,,IPR011876;IPR015797;IPR000086;,False,False,False
A0A068AZ24,Pyruvate kinase family,COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103; Evidence={ECO:0000256|ARBA:ARBA00001958};,IPR001697;IPR015813;IPR040442;IPR011037;IPR015793;IPR015806;,False,False,False
A0A068B4M2,,,,False,False,False
A0A068BIS3,,,IPR025893;,False,False,False
A0A068EFN3,,,IPR005908;IPR005835;IPR029044;,False,False,False
A0A068ELY1,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;,False,False,False
A0A068EM20,"RuBisCO large chain family, Type I subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU000302}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000256|RuleBase:RU000302};,IPR033966;IPR020878;IPR000685;IPR036376;IPR017443;IPR036422;IPR020888;,False,False,False
A0A068EM79,Iron/ascorbate-dependent oxidoreductase family,COFACTOR: Name=L-ascorbate; Xref=ChEBI:CHEBI:38290; Evidence={ECO:0000256|ARBA:ARBA00001961};,IPR026992;IPR044861;IPR027443;IPR005123;IPR050295;,False,False,False
A0A068ENL3,"RuBisCO large chain family, Type I subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU000302}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000256|RuleBase:RU000302};,IPR033966;IPR020878;IPR000685;IPR036376;IPR017443;IPR036422;IPR020888;,False,False,False
A0A068EW65,Class-I pyridine nucleotide-disulfide oxidoreductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|PIRSR:PIRSR000350-3}; Note=Binds 1 FAD per subunit. {ECO:0000256|PIRSR:PIRSR000350-3};,IPR036188;IPR023753;IPR016156;IPR006324;IPR046952;IPR001100;IPR004099;IPR012999;,False,False,False
A0A068EWA2,TPP enzyme family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|RuleBase:RU003591}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000256|RuleBase:RU003591}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|RuleBase:RU003591}; Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000256|RuleBase:RU003591};,IPR012846;IPR039368;IPR029035;IPR029061;IPR012000;IPR012001;IPR045229;IPR011766;,False,False,False
A0A068J840,UDP-glycosyltransferase family,,IPR050481;IPR002213;IPR035595;,False,False,False
A0A068L7N8,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A068L889,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A068L9J0,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A068LJH6,Vitamin-B12 independent methionine synthase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|PIRSR:PIRSR000382-2}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000256|PIRSR:PIRSR000382-2};,IPR013215;IPR006276;IPR002629;IPR038071;,False,False,False
A0A068LK98,"AIR carboxylase family, Class I subfamily",,IPR016301;IPR011761;IPR003135;IPR013815;IPR016185;IPR033747;IPR000031;IPR005875;IPR040686;IPR054350;IPR011054;,False,False,False
A0A068N7H9,,,,False,False,False
A0A068N841,,,,False,False,False
A0A068NB30,,,,False,False,False
A0A068Q816,Group II decarboxylase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|PIRSR:PIRSR602129-50};",IPR010977;IPR002129;IPR015424;IPR015421;IPR015422;IPR021115;,False,False,False
A0A068VNW5,SAM hydrolase / SAM-dependent halogenase family,,IPR030978;IPR046470;IPR046469;IPR002747;IPR023227;IPR023228;,False,False,False
A0A068YCP8,Alkaline phosphatase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR601952-2}; Note=Binds 1 Mg(2+) ion. {ECO:0000256|PIRSR:PIRSR601952-2}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR001952;IPR018299;IPR017850;,False,False,False
A0A068ZY05,FldB/FldC dehydratase alpha/beta subunit family,COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000256|ARBA:ARBA00001966};,IPR010327;,False,False,False
A0A069ASQ1,Thymidylate synthase ThyX family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|HAMAP-Rule:MF_01408}; Note=Binds 4 FAD per tetramer. Each FAD binding site is formed by three monomers. {ECO:0000256|HAMAP-Rule:MF_01408};,IPR003669;IPR036098;,False,False,False
A0A069AW73,FADH(2)-utilizing monooxygenase family,,IPR046373;IPR036250;IPR009100;IPR024677;IPR004925;IPR024719;IPR024674;,False,False,False
A0A069AXP4,,,IPR050385;IPR004821;IPR011914;IPR014729;,False,False,False
A0A069AZ92,,,,False,False,False
A0A069B449,"Phosphoglycerate mutase family, BPG-dependent PGAM subfamily",,IPR013078;IPR029033;IPR001345;IPR005952;,False,False,False
A0A069B4E9,Bacterial CoaD family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00151};,IPR004821;IPR001980;IPR014729;,False,False,False
A0A069B8W7,"Isocitrate lyase/PEP mutase superfamily, Isocitrate lyase family",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR001362-3}; Note=Can also use Mn(2+) ion. {ECO:0000256|PIRSR:PIRSR001362-3};,IPR039556;IPR006254;IPR018523;IPR015813;IPR040442;,False,False,False
A0A069BCI2,,,,False,False,False
A0A069JJJ5,Nitrile hydratase subunit alpha family,,IPR036648;IPR004232;IPR023900;IPR018141;,False,False,False
A0A069PWZ3,,,IPR012661;,False,False,False
A0A069Q255,Oligoribonuclease family,,IPR013520;IPR022894;IPR012337;IPR036397;,False,False,False
A0A069Q5L5,Aspartokinase family,,IPR036393;IPR045865;IPR054352;IPR002912;IPR041740;IPR001048;IPR005260;IPR001341;IPR018042;,False,False,False
A0A069Q5R4,DMRL synthase family,,IPR034964;IPR002180;IPR036467;,False,False,False
A0A069Q704,"Phosphoethanolamine transferase family, EptA subfamily",,IPR017850;IPR012549;IPR040423;IPR000917;,False,False,False
A0A069Q726,"Transferase hexapeptide repeat family, LpxA subfamily",,IPR029098;IPR037157;IPR001451;IPR018357;IPR010137;IPR011004;,False,False,False
A0A069QA41,Peptidase M42 family,,IPR008007;IPR051464;IPR023367;IPR017537;,False,False,False
A0A069QC86,GlpE family,,IPR050229;IPR001763;IPR036873;IPR023695;,False,False,False
A0A069QG81,DHNA family,,IPR006156;IPR006157;IPR043133;,False,False,False
A0A069QIW9,Serine/threonine dehydratase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR001926;IPR036052;,False,False,False
A0A069ZUY7,DMRL synthase family,,IPR034964;IPR002180;IPR036467;,False,False,False
A0A069ZY38,KdsB family,,IPR003329;IPR004528;IPR029044;,False,False,False
A0A071L867,Bacterial ring-hydroxylating dioxygenase beta subunit family,,IPR017641;IPR032710;IPR000391;,False,False,False
A0A071M2A9,ACC deaminase/D-cysteine desulfhydrase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|HAMAP-Rule:MF_00807};",IPR027278;IPR005965;IPR020601;IPR001926;IPR036052;,False,False,False
A0A072T3I2,,,,False,False,False
A0A072TWM8,Glycosyl hydrolase 37 family,,IPR008928;IPR012341;IPR001661;IPR018232;,False,False,False
A0A072TZS3,DapA family,,IPR013785;IPR005263;IPR002220;IPR020625;IPR020624;,False,False,False
A0A072UJB3,,,IPR044663;IPR020864;,False,False,False
A0A072UKA3,"Carbon-nitrogen hydrolase superfamily, Nitrilase family",,IPR003010;IPR036526;IPR000132;IPR044149;,False,False,False
A0A072V8S5,Carotenoid oxygenase family,COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000256|PIRSR:PIRSR604294-1}; Note=Binds 1 Fe(2+) ion per subunit. {ECO:0000256|PIRSR:PIRSR604294-1};,IPR004294;,False,False,False
A0A072VKS0,PPase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008162;IPR036649;,False,False,False
A0A072ZC86,LpxC family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947, ECO:0000256|HAMAP-Rule:MF_00388};",IPR020568;IPR004463;IPR011334;IPR015870;,False,False,False
A0A072ZI21,,,IPR015655;IPR036457;IPR001932;,False,False,False
A0A072ZJG6,Malic enzymes family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR000106-3}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRSR:PIRSR000106-3}; Note=Divalent metal cations. Prefers magnesium or manganese. {ECO:0000256|PIRSR:PIRSR000106-3}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR046346;IPR051674;IPR015884;IPR012301;IPR037062;IPR012302;IPR045213;IPR001891;IPR036291;,False,False,False
A0A072ZSP6,,,IPR000120;IPR023631;IPR036928;,False,False,False
A0A073CEA3,Prephenate decarboxylase family,,,False,False,False
A0A073KHN9,Azoreductase type 1 family,COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000256|HAMAP-Rule:MF_01216}; Note=Binds 1 FMN per subunit. {ECO:0000256|HAMAP-Rule:MF_01216};,IPR003680;IPR029039;IPR050104;IPR023048;,False,False,False
A0A074JAR0,,,IPR004801;IPR036095;IPR003501;IPR013012;IPR003352;IPR004501;IPR041713;IPR051088;IPR001763;,False,False,False
A0A075B5G4,Cutinase family,,IPR029058;IPR000675;IPR043580;IPR043579;IPR011150;,False,False,False
A0A075B5H4,Short-chain dehydrogenases/reductases (SDR) family,,IPR036291;IPR002347;,False,False,False
A0A075BG27,Zinc-containing alcohol dehydrogenase family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947, ECO:0000256|RuleBase:RU361277};",IPR013149;IPR013154;IPR002328;IPR020843;IPR011032;IPR036291;IPR045306;,False,False,False
A0A075BX21,Tyrosinase family,COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000256|ARBA:ARBA00001973};,IPR008922;IPR022740;IPR022739;IPR050316;IPR002227;,False,False,False
A0A075C1I3,Lipoxygenase family,COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000256|PIRSR:PIRSR601885-1}; Note=Binds 1 Fe cation per subunit. {ECO:0000256|PIRSR:PIRSR601885-1};,IPR000907;IPR013819;IPR036226;IPR020834;IPR001885;IPR001024;IPR036392;IPR042062;,False,False,False
A0A075C639,Aminoglycoside phosphotransferase family,,IPR016181;IPR002575;IPR000182;IPR011009;,False,False,False
A0A075E2Q1,UDPGP type 1 family,,IPR029044;IPR002618;IPR016267;,False,False,False
