enzyme_index,enzyme_input_id,global_enzyme_id,canonical_uniprot_id,receptor_status,enzyme_batch,has_heme,quality_tier,existing_pdb_path,alphafill_cif_path,heme_transplant_pdb_path,alphafold_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z
92,A0A0N9HKQ7,ENZ_G000093,A0A0N9HKQ7,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0N9HKQ7-F1.cif,,,3.369,0.6,5.063
93,A0A0N9HT29,ENZ_G000094,A0A0N9HT29,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0N9HT29-F1.cif,,,1.625,-1.033,4.589
94,A0A0N9HTU1,ENZ_G000095,A0A0N9HTU1,pcpd_predicted,batch_1,1,,pcpd/CYP71CU1.pdb,,,,55.401,-6.986,11.216
95,A0A0P0FVK8,ENZ_G000096,A0A0P0FVK8,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0FVK8-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0P0FVK8-F1.pdb,-5.281,-2.009,4.079
96,A0A0P0YJU0,ENZ_G000097,A0A0P0YJU0,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0YJU0-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0P0YJU0-F1.pdb,3.976,-2.061,2.945
97,A0A0P0ZEA9,ENZ_G000098,A0A0P0ZEA9,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\A0A0P0ZEA9-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0P0ZEA9-F1_heme.pdb,,1.038,-5.011,1.075
98,A0A0R0GF97,ENZ_G000099,A0A0R0GF97,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0R0GF97-F1.cif,,,2.851,-2.846,-9.092
99,A0A0S1TP26,ENZ_G000100,A0A0S1TP26,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0S1TP26-F1.cif,,,-1.02,0.527,-3.224
100,A0A0S1TPC7,ENZ_G000101,A0A0S1TPC7,pcpd_predicted,batch_1,1,,pcpd/CYP76AK6.pdb,,,,55.326,-6.455,11.265
101,A0A0S1TQ04,ENZ_G000102,A0A0S1TQ04,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0S1TQ04-F1.cif,,,-0.099,2.452,4.774
102,A0A0S2IHL2,ENZ_G000103,A0A0S2IHL2,pcpd_predicted,batch_1,1,,pcpd/CYP72A397.pdb,,,,54.936,-6.974,11.827
103,A0A0S2II38,ENZ_G000104,A0A0S2II38,pcpd_predicted,batch_1,1,,pcpd/CYP716A94.pdb,,,,55.916,-7.855,11.488
104,A0A0S2LLA9,ENZ_G000105,A0A0S2LLA9,alphafill_not_found,batch_2,0,,,,,,-0.705,-7.015,-0.746
105,A0A0T9WNE5,ENZ_G000106,A0A0T9WNE5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0T9WNE5-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0T9WNE5-F1.pdb,3.595,-1.878,0.589
106,A0A0U1YJA0,ENZ_G000107,A0A0U1YJA0,pcpd_predicted,batch_1,1,,pcpd/CYP76AD6.pdb,,,,56.164,-7.074,11.278
107,A0A0U1YLX5,ENZ_G000108,A0A0U1YLX5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U1YLX5-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0U1YLX5-F1.pdb,3.441,-1.146,2.478
108,A0A0U2TQ31,ENZ_G000109,A0A0U2TQ31,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U2TQ31-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0U2TQ31-F1.pdb,2.88,-3.56,2.225
109,A0A0U2U8U5,ENZ_G000110,A0A0U2U8U5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0U2U8U5-F1.cif,,,5.055,-2.845,3.261
110,A0A0U2V7I8,ENZ_G000111,A0A0U2V7I8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0U2V7I8-F1.cif,,,5.221,2.958,2.655
111,A0A0U5GRB4,ENZ_G000112,A0A0U5GRB4,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A0U5GRB4-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A0U5GRB4-F1.pdb,0.101,-0.076,5.229
112,A0A0Y0GRS3,ENZ_G000113,A0A0Y0GRS3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A0Y0GRS3-F1.cif,,,-1.51,-0.496,-1.615
113,A0A100IM63,ENZ_G000114,A0A100IM63,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A100IM63-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A100IM63-F1.pdb,14.983,3.108,-11.588
114,A0A101MN42,ENZ_G000115,A0A101MN42,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A101MN42-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A101MN42-F1.pdb,-4.617,7.739,13.781
115,A0A125QZE2,ENZ_G000116,A0A125QZE2,pcpd_predicted,batch_1,1,,pcpd/CYP76AK1.pdb,,,,56.878,-6.228,11.531
116,A0A140IL90,ENZ_G000117,A0A140IL90,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A140IL90-F1.cif,,,4.315,2.278,3.927
117,A0A140IL92,ENZ_G000118,A0A140IL92,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A140IL92-F1.cif,,,4.213,0.877,4.49
118,A0A140JTH9,ENZ_G000119,A0A140JTH9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JTH9-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A140JTH9-F1.pdb,-2.54,4.772,-0.488
119,A0A140JWM8,ENZ_G000120,A0A140JWM8,pcpd_predicted,batch_1,1,,pcpd/CYP716A2.pdb,,,,55.766,-6.72,10.362
120,A0A140JWT0,ENZ_G000121,A0A140JWT0,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\A0A140JWT0-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JWT0-F1_heme.pdb,,3.733,0.298,1.718
121,A0A140JWT4,ENZ_G000122,A0A140JWT4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A140JWT4-F1.cif,,,0.018,6.421,1.624
122,A0A140JWT6,ENZ_G000123,A0A140JWT6,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\A0A140JWT6-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A140JWT6-F1_heme.pdb,,3.284,0.156,2.83
123,A0A140JWT8,ENZ_G000124,A0A140JWT8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A140JWT8-F1.cif,,,3.527,5.374,3.472
124,A0A140JWU1,ENZ_G000125,A0A140JWU1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A140JWU1-F1.cif,,,-2.65,5.303,-1.054
125,A0A142FX91,ENZ_G000126,A0A142FX91,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX91-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A142FX91-F1.pdb,-6.383,1.603,0.172
126,A0A142FX93,ENZ_G000127,A0A142FX93,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX93-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A142FX93-F1.pdb,-6.413,1.943,0.028
127,A0A142FX95,ENZ_G000128,A0A142FX95,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A142FX95-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A142FX95-F1.pdb,-5.41,3.116,-1.255
128,A0A142I6X1,ENZ_G000129,A0A142I6X1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A142I6X1-F1.cif,,,4.564,-2.003,2.01
129,A0A145YFZ5,ENZ_G000130,A0A145YFZ5,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A145YFZ5-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A145YFZ5-F1.pdb,1.312,0.013,-5.695
130,A0A146AUJ9,ENZ_G000131,A0A146AUJ9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A146AUJ9-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A146AUJ9-F1.pdb,4.638,-4.24,-0.63
131,A0A159AKG3,ENZ_G000132,A0A159AKG3,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A159AKG3-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A159AKG3-F1.pdb,2.777,4.552,3.165
132,A0A160P685,ENZ_G000133,A0A160P685,experimental_pdb,batch_1,1,,s1_rcsb/7DLS,,,,17.429,-2.258,14.992
133,A0A161ABB0,ENZ_G000134,A0A161ABB0,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A161ABB0-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A161ABB0-F1.pdb,2.546,3.71,1.433
134,A0A161ABI1,ENZ_G000135,A0A161ABI1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A161ABI1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A161ABI1-F1.pdb,3.657,2.885,1.445
135,A0A161GJD5,ENZ_G000136,A0A161GJD5,pcpd_predicted,batch_1,1,,pcpd/CYP726A27.pdb,,,,54.936,-7.708,11.655
136,A0A161I263,ENZ_G000137,A0A161I263,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A161I263-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A161I263-F1.pdb,3.488,-3.688,1.753
137,A0A161IM14,ENZ_G000138,A0A161IM14,pcpd_predicted,batch_1,1,,pcpd/CYP81AA3.pdb,,,,55.872,-7.5,11.982
138,A0A165U5Z9,ENZ_G000139,A0A165U5Z9,pcpd_predicted,batch_1,1,,pcpd/CYP71D445.pdb,,,,56.487,-7.053,11.369
139,A0A168GPD0,ENZ_G000140,A0A168GPD0,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A168GPD0-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A168GPD0-F1.pdb,-4.369,4.657,-1.185
140,A0A168GPG9,ENZ_G000141,A0A168GPG9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A168GPG9-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A168GPG9-F1.pdb,-6.336,-0.346,-0.491
141,A0A173GQ95,ENZ_G000142,A0A173GQ95,no_template,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000142_heme.pdb,data\structures\alphafold\pdb\AF-A0A173GQ95-F1.pdb,1.233,4.079,6.477
142,A0A193PE91,ENZ_G000143,A0A193PE91,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A193PE91-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A193PE91-F1.pdb,3.287,-2.932,4.09
143,A0A1B0VRN6,ENZ_G000144,A0A1B0VRN6,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1B0VRN6-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1B0VRN6-F1.pdb,3.756,-1.617,1.338
144,A0A1B0VRP1,ENZ_G000145,A0A1B0VRP1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1B0VRP1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1B0VRP1-F1.pdb,3.623,-1.067,1.031
145,A0A1B0VRP5,ENZ_G000146,A0A1B0VRP5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1B0VRP5-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1B0VRP5-F1.pdb,3.478,-0.676,1.254
146,A0A1B0VRQ0,ENZ_G000147,A0A1B0VRQ0,pcpd_predicted,batch_1,1,,pcpd/CYP76AH15.pdb,,,,55.685,-6.492,10.905
147,A0A1B0VRQ2,ENZ_G000148,A0A1B0VRQ2,pcpd_predicted,batch_1,1,,pcpd/CYP76AH16.pdb,,,,56.224,-6.55,10.468
148,A0A1B2AS12,ENZ_G000149,A0A1B2AS12,pcpd_predicted,batch_1,1,,pcpd/CYP716A78.pdb,,,,56.003,-6.964,10.817
149,A0A1B2AS18,ENZ_G000150,A0A1B2AS18,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1B2AS18-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1B2AS18-F1.pdb,3.151,3.637,0.561
150,A0A1B2ZBX8,ENZ_G000151,A0A1B2ZBX8,pcpd_predicted,batch_1,1,,pcpd/CYP76F14.pdb,,,,56.322,-6.548,11.634
151,A0A1B4XBJ9,ENZ_G000152,A0A1B4XBJ9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1B4XBJ9-F1.cif,,,-0.664,2.008,0.427
152,A0A1D6F9Y9,ENZ_G000153,A0A1D6F9Y9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1D6F9Y9-F1.cif,,,4.044,-0.318,2.129
153,A0A1D6GQ67,ENZ_G000154,A0A1D6GQ67,pcpd_predicted,batch_1,1,,pcpd/CYP71Z16.pdb,,,,55.57,-7.476,11.249
154,A0A1D6HSP4,ENZ_G000155,A0A1D6HSP4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1D6HSP4-F1.cif,,,4.266,1.101,4.468
155,A0A1D6MKN2,ENZ_G000156,A0A1D6MKN2,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1D6MKN2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1D6MKN2-F1.pdb,1.15,1.83,4.546
156,A0A1D8QMD1,ENZ_G000157,A0A1D8QMD1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1D8QMD1-F1.cif,,,4.156,2.142,2.068
157,A0A1D8QMD2,ENZ_G000158,A0A1D8QMD2,pcpd_predicted,batch_1,1,,pcpd/CYP76AK7.pdb,,,,55.475,-6.605,11.398
158,A0A1D8QMG4,ENZ_G000159,A0A1D8QMG4,pcpd_predicted,batch_1,1,,pcpd/CYP76AK8.pdb,,,,56.182,-6.549,10.897
159,A0A1D8QQP1,ENZ_G000160,A0A1D8QQP1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1D8QQP1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1D8QQP1-F1.pdb,4.982,-3.179,2.38
160,A0A1D8QQQ4,ENZ_G000161,A0A1D8QQQ4,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1D8QQQ4-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1D8QQQ4-F1.pdb,3.267,-4.893,2.666
161,A0A1D8QQQ7,ENZ_G000162,A0A1D8QQQ7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1D8QQQ7-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1D8QQQ7-F1.pdb,4.995,-4.596,1.285
162,A0A1D8QQR3,ENZ_G000163,A0A1D8QQR3,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1D8QQR3-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1D8QQR3-F1.pdb,3.398,-5.62,0.761
163,A0A1I9Q5Y3,ENZ_G000164,A0A1I9Q5Y3,pcpd_predicted,batch_1,1,,pcpd/CYP716A86.pdb,,,,56.238,-6.979,10.621
164,A0A1I9Q5Y4,ENZ_G000165,A0A1I9Q5Y4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1I9Q5Y4-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1I9Q5Y4-F1.pdb,3.804,-0.528,2.708
165,A0A1I9Q5Y6,ENZ_G000166,A0A1I9Q5Y6,pcpd_predicted,batch_1,1,,pcpd/CYP716E41.pdb,,,,56.412,-7.111,12.112
166,A0A1I9Q5Y7,ENZ_G000167,A0A1I9Q5Y7,pcpd_predicted,batch_1,1,,pcpd/CYP716C11.pdb,,,,55.792,-8.225,10.637
167,A0A1I9Q5Y8,ENZ_G000168,A0A1I9Q5Y8,pcpd_predicted,batch_1,1,,pcpd/CYP716A140.pdb,,,,56.574,-6.776,10.786
168,A0A1I9Q5Z0,ENZ_G000169,A0A1I9Q5Z0,pcpd_predicted,batch_1,1,,pcpd/CYP716A141.pdb,,,,56.207,-7.413,11.743
169,A0A1I9Q5Z1,ENZ_G000170,A0A1I9Q5Z1,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1I9Q5Z1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1I9Q5Z1-F1.pdb,5.224,2.487,2.08
170,A0A1I9Q5Z9,ENZ_G000171,A0A1I9Q5Z9,pcpd_predicted,batch_1,1,,pcpd/CYP716A110.pdb,,,,55.917,-7.344,10.339
171,A0A1I9Q601,ENZ_G000172,A0A1I9Q601,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1I9Q601-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1I9Q601-F1.pdb,3.67,1.744,1.09
172,A0A1J1DVP9,ENZ_G000173,A0A1J1DVP9,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\A0A1J1DVP9-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1J1DVP9-F1_heme.pdb,,3.027,-1.799,2.526
173,A0A1J6JQE7,ENZ_G000174,A0A1J6JQE7,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1J6JQE7-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1J6JQE7-F1.pdb,4.729,-4.112,-1.917
174,A0A1L2FSA4,ENZ_G000175,A0A1L2FSA4,pcpd_predicted,batch_1,1,,pcpd/CYP71AT146.pdb,,,,55.453,-6.383,11.334
175,A0A1L3HEE9,ENZ_G000176,A0A1L3HEE9,pcpd_predicted,batch_1,1,,pcpd/CYP716A111.pdb,,,,56.085,-7.255,10.109
176,A0A1L3HS58,ENZ_G000177,A0A1L3HS58,no_template,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000177_heme.pdb,data\structures\alphafold\pdb\AF-A0A1L3HS58-F1.pdb,0.255,3.881,4.346
177,A0A1L7NQ47,ENZ_G000178,A0A1L7NQ47,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1L7NQ47-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1L7NQ47-F1.pdb,-1.18,4.951,-0.191
178,A0A1L7NT18,ENZ_G000179,A0A1L7NT18,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1L7NT18-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1L7NT18-F1.pdb,3.554,-3.19,1.905
179,A0A1L7NXK5,ENZ_G000180,A0A1L7NXK5,pcpd_predicted,batch_1,1,,pcpd/CYP716A179.pdb,,,,55.675,-7.493,10.866
180,A0A1L9URA0,ENZ_G000181,A0A1L9URA0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1L9URA0-F1.cif,,,-5.235,1.8,-2.454
181,A0A1L9WLE2,ENZ_G000182,A0A1L9WLE2,no_template,batch_2,0,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1L9WLE2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1L9WLE2-F1.pdb,2.314,-1.147,5.637
182,A0A1L9WN31,ENZ_G000183,A0A1L9WN31,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1L9WN31-F1.cif,,,1.356,-5.339,2.101
183,A0A1L9WN72,ENZ_G000184,A0A1L9WN72,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1L9WN72-F1.cif,,,4.225,0.845,2.23
184,A0A1L9WQK2,ENZ_G000185,A0A1L9WQK2,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1L9WQK2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A1L9WQK2-F1.pdb,-1.5,4.87,-0.656
185,A0A1L9WUS5,ENZ_G000186,A0A1L9WUS5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1L9WUS5-F1.cif,,,-0.441,1.095,5.176
186,A0A1L9WUV2,ENZ_G000187,A0A1L9WUV2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0A1L9WUV2-F1.cif,,,4.811,0.379,5.565
187,A0A1L9WVI3,ENZ_G000188,A0A1L9WVI3,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\A0A1L9WVI3-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A1L9WVI3-F1_heme.pdb,,1.482,-3.253,1.211
188,A0A1M4Y7D5,ENZ_G000189,A0A1M4Y7D5,experimental_pdb,batch_1,1,,s1_rcsb/6J87,,,,-2.873,7.153,13.425
189,A0A1M7CBV6,ENZ_G000190,A0A1M7CBV6,experimental_pdb,batch_1,1,,s1_rcsb/9JQM,,,,70.019,116.234,34.793
