uniprot_id,reviewed,protein_name,gene_names,gene_id,organism,taxid,pmid,length,protein_existence,ec_number,subcellular_location
A0A0D9R748,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),CYP1D1,,Chlorocebus sabaeus (Green monkey) (Simia sabaea),60711,,363,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A0D9RDF5,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,103229682;,Chlorocebus sabaeus (Green monkey) (Simia sabaea),60711,,500,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A0D9RJE4,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase),CYP51A1,103226567;,Chlorocebus sabaeus (Green monkey) (Simia sabaea),60711,,509,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A0D9RP42,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),CYP1A1,103245331;,Chlorocebus sabaeus (Green monkey) (Simia sabaea),60711,,512,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A0G2JWG7,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),Cyp46a1,,Rattus norvegicus (Rat),10116,15057822,403,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A0G2QMF8,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",,,Felis catus (Cat) (Felis silvestris catus),9685,,106,Evidence at transcript level,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A0K3BQV0,unreviewed,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),,,Kibdelosporangium sp. MJ126-NF4,703222,,4621,Inferred from homology,2.3.1.39,
A0A0L1JEW4,reviewed,Sterol 14-alpha demethylase rstn2 (EC 1.14.14.154) (Cytochrome P450 monooxygenase rstn2) (Ergosterol biosynthesis protein rstn2) (Restricticin biosynthesis cluster protein 2),rstn2 ANOM_001443,26803247;,Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93),1509407,26216546; 33857369,513,Evidence at protein level,1.14.14.154,SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
A0A0N4SU47,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),cyp46a1.5 zgc:123299,641477;,Danio rerio (Zebrafish) (Brachydanio rerio),7955,23594743; 34356784,501,Evidence at protein level,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A0N9I5N1,unreviewed,Uncharacterized protein,AOZ06_26005,,Kibdelosporangium phytohabitans,860235,,4607,Inferred from homology,,
A0A0Q3MSD4,unreviewed,24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase),AAES_41264,,Amazona aestiva (Blue-fronted Amazon parrot),12930,,687,Inferred from homology,1.14.14.154; 1.14.14.26,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A0Q3QWS9,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),AAES_126560,,Amazona aestiva (Blue-fronted Amazon parrot),12930,,469,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A0U2PLQ3,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),,100686778;,Canis lupus familiaris (Dog) (Canis familiaris),9615,,524,Evidence at transcript level,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A0U2PTV9,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),,100686778;,Canis lupus familiaris (Dog) (Canis familiaris),9615,,524,Evidence at transcript level,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A109NNF9,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",CYP17A1,,Lynx lynx (Eurasian lynx) (Felis lynx),13125,26170243,106,Evidence at transcript level,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A140TAU9,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",CYP17A1,,Equus caballus (Horse),9796,19892987,470,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A140TAX3,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase),CYP51A1 CR201_G0010097,100171776;,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),9601,,509,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A147A2B9,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Fundulus heteroclitus (Killifish) (Mummichog),8078,,505,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A151NB99,unreviewed,24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.154) (EC 1.14.14.26) (Cytochrome P450 39A1) (Lanosterol 14-alpha demethylase) (Oxysterol 7-alpha-hydroxylase),CYP39A1 Y1Q_0002528,102560263;,Alligator mississippiensis (American alligator),8496,22293439,468,Inferred from homology,1.14.14.154; 1.14.14.26,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A151P8Y1,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1 Y1Q_0015098,102574122;,Alligator mississippiensis (American alligator),8496,22293439,500,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A179GY24,unreviewed,Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase),NTH1 VFPFJ_08679,28890801;,Purpureocillium lilacinum (Paecilomyces lilacinus),33203,,1228,Inferred from homology,3.2.2.-; 4.2.99.18,SUBCELLULAR LOCATION: Nucleus {ECO:0000256|HAMAP-Rule:MF_03183}. Mitochondrion {ECO:0000256|HAMAP-Ru
A0A1A6FV37,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),A6R68_11053,,Neotoma lepida (Desert woodrat),56216,,477,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A6H1Q3,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),A6R68_12890,,Neotoma lepida (Desert woodrat),56216,,543,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1A6H2K5,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),A6R68_12896,,Neotoma lepida (Desert woodrat),56216,,416,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1A6HD02,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI),A6R68_17755,,Neotoma lepida (Desert woodrat),56216,,503,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A1A7X5A9,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Iconisemion striatum,60296,,503,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A7XRA2,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Iconisemion striatum,60296,,503,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A7XWR5,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Iconisemion striatum,60296,,478,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8AF62,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1 LOC107378150,,Nothobranchius furzeri (Turquoise killifish),105023,,530,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8BN53,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius kadleci (African annual killifish),1051664,,503,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8BY90,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius kadleci (African annual killifish),1051664,,504,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8CDJ0,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius kadleci (African annual killifish),1051664,,441,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8EAA5,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius kadleci (African annual killifish),1051664,,504,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8GRC7,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius korthausae,1143690,,503,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8HIL9,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius korthausae,1143690,,441,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8IP04,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius kuhntae (Beira killifish),321403,,503,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8MKX5,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1,,Nothobranchius pienaari,704102,,441,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1A8VFT4,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),CYP46A1 G4P62_004696,107378149;,Nothobranchius furzeri (Turquoise killifish),105023,,504,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1D1VR05,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),RvY_12757-1 RvY_12757.1 RvY_12757,,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,27649274,492,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A1D5R4A0,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase),KRIT1,,Macaca mulatta (Rhesus macaque),9544,17431167,503,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A1D5R8W3,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),CYP2E1,,Macaca mulatta (Rhesus macaque),9544,,493,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A1L9PV97,unreviewed,sterol 14alpha-demethylase (EC 1.14.14.154),ASPVEDRAFT_55267,63730558;,Aspergillus versicolor CBS 583.65,1036611,28196534,1181,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0A1S2ZF30,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC103109288,103109288;,Erinaceus europaeus (Western European hedgehog),9365,,501,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S2ZPH2,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI),LOC103113007,103113007;,Erinaceus europaeus (Western European hedgehog),9365,,503,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A1S3A3M8,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC103118526,103118526;,Erinaceus europaeus (Western European hedgehog),9365,,511,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3A7T3,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC103120296,103120296;,Erinaceus europaeus (Western European hedgehog),9365,,506,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A1S3A7U6,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",LOC103120307,103120307;,Erinaceus europaeus (Western European hedgehog),9365,,507,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A1S3ALW5,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC103126119,,Erinaceus europaeus (Western European hedgehog),9365,,469,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3ESJ6,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC105982355,105982355;,Dipodomys ordii (Ord's kangaroo rat),10020,,485,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3ETV8,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC105982352,105982352;,Dipodomys ordii (Ord's kangaroo rat),10020,,524,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3ETX8,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC105982353,105982353;,Dipodomys ordii (Ord's kangaroo rat),10020,,484,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3EVD0,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC105982354,105982354;,Dipodomys ordii (Ord's kangaroo rat),10020,,282,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1S3F2S7,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC105984431,105984431;,Dipodomys ordii (Ord's kangaroo rat),10020,,500,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3FYL4,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI),LOC105992921,105992921;,Dipodomys ordii (Ord's kangaroo rat),10020,,503,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A1S3GQ58,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),LOC106000254,106000254;,Dipodomys ordii (Ord's kangaroo rat),10020,,495,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A1S3M7Q0,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC106571109,,Salmo salar (Atlantic salmon),8030,20887641,448,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3M7V3,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC106571109,106571109;,Salmo salar (Atlantic salmon),8030,20887641,510,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3M8E1,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC106571110,106571110;,Salmo salar (Atlantic salmon),8030,20887641,510,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3SB39,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC106608238,106608238;,Salmo salar (Atlantic salmon),8030,20887641,509,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3W5C2,unreviewed,Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450 46A1),LOC103109288,,Erinaceus europaeus (Western European hedgehog),9365,,403,Inferred from homology,1.14.14.25,"SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000256|ARBA:ARBA00004279}. Endoplasmic reticul"
A0A1S3WU98,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC103126117,,Erinaceus europaeus (Western European hedgehog),9365,,564,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1U7Q203,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),LOC101843716 CYP2E CYP2E1 CYPIIE1,101843716;,Mesocricetus auratus (Golden hamster),10036,8110842,493,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A1U7Q236,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC101825565 CP450 CYP-IA2 CYP1A2 CYPIA2,101825565;,Mesocricetus auratus (Golden hamster),10036,2275554; 2391346; 1778988,513,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
A0A1U7Q283,unreviewed,Cytochrome P450 1A (EC 1.14.14.1),LOC101844540 CYP-IA1 CYP1A1 CYPIA1,101844540;,Mesocricetus auratus (Golden hamster),10036,1778988,524,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368045}; Peripheral mem
